news_id,author,title,description,url,urlToImage,content
100,"Shivani Kumaresan","UPDATE 1-FTSE 100 edges higher after UK approves AstraZeneca's COVID-19 vaccine - Reuters","UPDATE 1-FTSE 100 edges higher after UK approves AstraZeneca's COVID-19 vaccine  Reuters",https://www.reuters.com/article/britain-stocks-idUSL4N2JA19U,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"(For a Reuters live blog on U.S., UK and European stock markets, click LIVE/ or type LIVE/ in a news window)
* AstraZeneca COVID-19 vaccine gets UK nod
* Parliament to vote on Brexit deal later in … [+1995 chars]"
101,"Benjamin Mazer","There Should Be a Nobel Prize for Vaccine Logistics","Immunization against Covid-19 is not going perfectly, but at least it's going. Let's give credit where it's due.",https://www.wired.com/story/there-should-be-a-nobel-prize-for-vaccine-logistics/,"https://media.wired.com/photos/5ff4fb087446cc572b7838cf/191:100/w_1280,c_limit/Vaccine-Distribution.jpg","I spent a lot of time last year thinking about how things went wrong. You can understand why. As a physician, the many failures of our public health and medical systems have been especially stinging.… [+4480 chars]"
102,"Nicole Wetsman","FDA tells US health providers not to modify COVID-19 vaccine dose schedule","The FDA said US health providers should deliver COVID-19 vaccine doses on schedule, after debate among experts over whether the second shot should be delayed to stretch vaccine supply. UK officials are taking that approach.",https://www.theverge.com/2021/1/5/22214865/covid-vaccine-schedule-doses-fda-uk,https://cdn.vox-cdn.com/thumbor/bdtYi-xP-N77qGepIx4zFA0jKP8=/0x304:4250x2529/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22215024/1230430316.jpg,"The UK is delaying the second dose
Photo by Thomas Krych/SOPA Images/LightRocket via Getty Images
Health care providers in the United States should stick to the two-dose schedule for both authorize… [+3465 chars]"
103,"Stella Chan and Christina Maxouris, CNN","When a freezer broke in a hospital, officials jumped to action to administer more than 800 vaccines in just about 2 hours","When a freezer that was used to store the Moderna Covid-19 vaccine at a Northern California hospital broke, officials soon realized they only had about two hours to administer the more than 800 doses that were inside.",https://www.cnn.com/2021/01/06/us/california-broken-freezer-vaccines-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210106024038-01-california-broken-freezer-vaccines-trnd-super-tease.jpg,NULL
104,"Matt Novak","Viral 5G Conspiracy Diagram Actually Shows How to Build Your Own Guitar Pedal","Does this diagram show the secret plans of Bill Gates and his minions to inject 5G chips into the bloodstreams of unsuspecting people who get the covid-19 vaccine? Not quite. But it can sure scoop the hell out of those mids.Read more...",https://gizmodo.com/viral-5g-conspiracy-diagram-actually-shows-how-to-build-1845990224,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/vzzji3fumsqw4gziufun.jpg","Does this diagram show the secret plans of Bill Gates and his minions to inject 5G chips into the bloodstreams of unsuspecting people who get the covid-19 vaccine? Not quite. But it can sure scoop th… [+4340 chars]"
105,"Ed Cara","FDA Shoots Down Plan to Extend Vaccine Supply With Alternate Dosing","The Food and Drug Administration appears to have rejected any alternative strategy for the distribution of covid-19 vaccines—for now, at least. In a statement released Tuesday, FDA chief Stephen Hahn called the possibility of any dosing or scheduling changes …",https://gizmodo.com/fda-shoots-down-plan-to-extend-vaccine-supply-with-alte-1845991264,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/ag6nym2eyqatraxw0t4m.jpg","The Food and Drug Administration appears to have rejected any alternative strategy for the distribution of covid-19 vaccinesfor now, at least. In a statement released Tuesday, FDA chief Stephen Hahn … [+2952 chars]"
106,"The New York Times","Global Vaccination Efforts Roll Out Slower Than Promised","Countries are falling short of the inoculation targets set by leaders. There are more than twice as many Covid-19 patients in California hospitals now as there were a month ago.",https://www.nytimes.com/live/2021/01/05/world/covid-19-coronavirus,https://static01.nyt.com/images/2021/01/04/us/04virus-brief-california-surge2/04virus-brief-california-surge2-facebookJumbo.jpg,"LiveUpdated Jan. 5, 2021, 5:56 a.m. ET
Jan. 5, 2021, 5:56 a.m. ET
Countries are falling short of the inoculation targets set by leaders. There are more than twice as many Covid-19 patients in Calif… [+15250 chars]"
107,NULL,"Stemirna COVID-19 vaccine candidate obtains clinical trial approval in China - Reuters India","Stemirna COVID-19 vaccine candidate obtains clinical trial approval in China  Reuters India",https://in.reuters.com/article/us-health-coronavirus-vaccine-stemirna-idINKBN29A05A,NULL,"Health
Reuters Staff
BEIJING/HONG KONG (Reuters) - A COVID-19 vaccine candidate from Chinese firm Stemirna Therapeutics obtains approval to conduct human testing from Chinas medical products regula… [+770 chars]"
108,"Ari Rabinovitch, Maayan Lubell, Steven Scheer","Pizza-sized boxes and paying a premium: Israel's COVID-19 vaccine rollout - Reuters","Pizza-sized boxes and paying a premium: Israel's COVID-19 vaccine rollout  Reuters",https://www.reuters.com/article/us-health-coronavirus-israel-vaccination-idUSKBN29B0KJ,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546755731&r=LYNXMPEH050AO&w=800,"JERUSALEM (Reuters) - Order early, pay a lot, digitise distribution and stretch the supply.
A woman receives a vaccination against the coronavirus disease (COVID-19) as Israel continues its national… [+6576 chars]"
109,"Reuters Staff","BRIEF-EMA Recommends Moderna's COVID-19 Vaccine For Authorisation In EU - Reuters","BRIEF-EMA Recommends Moderna's COVID-19 Vaccine For Authorisation In EU  Reuters",https://www.reuters.com/article/brief-ema-recommends-modernas-covid-19-v-idUSFWN2JG0WY,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
Jan 6 (Reuters) - European Medicines Agency:
* EMA RECOMMENDS COVID-19 VACCINE MODERNA FOR AUTHORISATION IN EU
* EMA SAYS COVID-19 VACCINE MODERNA IS GIVEN AS TWO INJECTIONS INTO … [+517 chars]"
110,"Ari Rabinovitch, Maayan Lubell, Steven Scheer","Pizza-sized boxes and paying a premium: Israel's COVID-19 vaccine rollout - Reuters India","Pizza-sized boxes and paying a premium: Israel's COVID-19 vaccine rollout  Reuters India",https://in.reuters.com/article/health-coronavirus-israel-vaccination-idINKBN29B0LF,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546756071&r=LYNXMPEH050B2&w=800,"JERUSALEM (Reuters) - Order early, pay a lot, digitise distribution and stretch the supply.
FILE PHOTO: A medical worker opens a box containing vials of a vaccination against the coronavirus disease… [+6594 chars]"
111,"Reuters Staff","Russia inoculates 1 million people against COVID-19 - Reuters","Russia has inoculated one million people against COVID-19 with its Sputnik V vaccine, according to a statement on the Sputnik V Twitter account on Wednesday.",https://www.reuters.com/article/us-health-coronavirus-russia-cases-idUSKBN29B1CV,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546788330&r=LYNXMPEH050P5&w=800,"By Reuters Staff
FILE PHOTO: A medical worker fills a syringe with Sputnik V (Gam-COVID-Vac) vaccine as she prepares to vaccinate a Russian Army service member at a clinic in the city of Rostov-On-D… [+828 chars]"
112,"Reuters Staff","Mexico approves AstraZeneca COVID-19 vaccine, minister says - Reuters India","Mexico's health regulator Cofepris has approved the COVID-19 vaccine developed by Oxford University and AstraZeneca, Foreign Minister Marcelo Ebrard said on Monday.",https://in.reuters.com/article/us-health-coronavirus-mexico-vaccine-idINKBN29A04O,https://static.reuters.com/resources/r/?m=02&d=20210105&t=2&i=1546606513&r=LYNXMPEH04022&w=800,"By Reuters Staff
A vial of the Oxford University/AstraZeneca COVID-19 vaccine is seen at the Lochee Health Centre in Dundee, Scotland, Britain January 4, 2021. Andy Buchanan/Pool via REUTERS
MEXICO… [+336 chars]"
113,"Reuters Staff","Mexico approves AstraZeneca COVID-19 vaccine, minister says - Reuters","Mexico's health regulator Cofepris has approved the COVID-19 vaccine developed by Oxford University and AstraZeneca, Foreign Minister Marcelo Ebrard said on Monday.",https://www.reuters.com/article/us-health-coronavirus-mexico-vaccine-idUSKBN29A04O,https://static.reuters.com/resources/r/?m=02&d=20210105&t=2&i=1546606513&r=LYNXMPEH04022&w=800,"By Reuters Staff
A vial of the Oxford University/AstraZeneca COVID-19 vaccine is seen at the Lochee Health Centre in Dundee, Scotland, Britain January 4, 2021. Andy Buchanan/Pool via REUTERS
MEXICO… [+336 chars]"
114,"Reuters Staff","Russia inoculates 1 million people against COVID-19 - Reuters India","Russia has inoculated one million people against COVID-19 with its Sputnik V vaccine, according to a statement on the Sputnik V Twitter account on Wednesday.",https://in.reuters.com/article/health-coronavirus-russia-cases-idINKBN29B1HE,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546795086&r=LYNXMPEH050SV&w=800,"By Reuters Staff
FILE PHOTO: A nurse shows Russia's "Sputnik-V" vaccine against the coronavirus disease (COVID-19) prepared for inoculation in a post-registration trials stage at a clinic in Moscow,… [+837 chars]"
115,"Kate Kelland","UK scientists question COVID-19 vaccine dosing delay - Reuters UK","Five UK medical scientists have criticised a British government plan to delay giving second doses of COVID-19 vaccines by up to 12 weeks, saying proven dosing schedules should not be altered "without solid scientific support or evidence".",https://uk.reuters.com/article/uk-health-coronavirus-britain-vaccines-d-idUKKBN29A2A1,https://static.reuters.com/resources/r/?m=02&d=20210105&t=2&i=1546694575&r=LYNXMPEH04183&w=800,"LONDON (Reuters) - Five UK medical scientists have criticised a British government plan to delay giving second doses of COVID-19 vaccines by up to 12 weeks, saying proven dosing schedules should not … [+2981 chars]"
116,"Kate Kelland","UK scientists question COVID-19 vaccine dosing delay - Reuters India","Five UK medical scientists have criticised a British government plan to delay giving second doses of COVID-19 vaccines by up to 12 weeks, saying proven dosing schedules should not be altered "without solid scientific support or evidence".",https://in.reuters.com/article/us-health-coronavirus-britain-vaccines-d-idINKBN29A29X,https://static.reuters.com/resources/r/?m=02&d=20210105&t=2&i=1546696959&r=LYNXMPEH04181&w=800,"LONDON (Reuters) - Five UK medical scientists have criticised a British government plan to delay giving second doses of COVID-19 vaccines by up to 12 weeks, saying proven dosing schedules should not … [+3034 chars]"
117,"Renju Jose","Australia to bring forward COVID-19 vaccine rollout plans - Reuters","Australia will bring forward by two weeks to early March its COVID-19 vaccine rollout plans, health authorities said on Wednesday as the country battles to contain fresh cases in its two largest cities.",https://www.reuters.com/article/us-health-coronavirus-australia-idUSKBN29A2SI,https://static.reuters.com/resources/r/?m=02&d=20210105&t=2&i=1546724405&r=LYNXMPEH041HZ&w=800,"SYDNEY (Reuters) - Australia will bring forward by two weeks to early March its COVID-19 vaccine rollout plans, health authorities said on Wednesday as the country battles to contain fresh cases in i… [+1880 chars]"
118,"Reuters Staff","Germany minister say enough vaccines ordered for all - Reuters","Germany will receive more than 130 million COVID-19 vaccine doses, enough for everybody, Health Minister Jens Spahn said on Wednesday, adding that he expects first deliveries of vaccine developed by Moderna next week.",https://www.reuters.com/article/us-health-coronavirus-germany-spahn-idUSKBN29B1FU,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546791664&r=LYNXMPEH050QY&w=800,"By Reuters Staff
German Health Minister Jens Spahn attends a news conference on the started coronavirus disease (COVID-19) vaccination campaign, in Berlin, Germany, January 6, 2021. REUTERS/Hannibal… [+605 chars]"
119,"Chayut Setboonsarng, Patpicha Tanakasempipat","Thailand orders a further 35 million doses of AstraZeneca vaccine - Reuters","Thailand's prime minister said on Tuesday his country had ordered an additional 35 million doses of the AstraZeneca Plc COVID-19 vaccine, bringing its total vaccine pipeline to 63 million doses.",https://www.reuters.com/article/us-health-coronavirus-thailand-idUSKBN29A0VF,https://static.reuters.com/resources/r/?m=02&d=20210105&t=2&i=1546639287&r=LYNXMPEH040FG&w=800,"BANGKOK (Reuters) - Thailands prime minister said on Tuesday his country had ordered an additional 35 million doses of the AstraZeneca Plc COVID-19 vaccine, bringing its total vaccine pipeline to 63 … [+2035 chars]"
120,"Reuters Staff","Germany minister say enough vaccines ordered for all - Reuters India","Germany will receive more than 130 million COVID-19 vaccine doses, enough for everybody, Health Minister Jens Spahn said on Wednesday, adding that he expects first deliveries of vaccine developed by Moderna next week.",https://in.reuters.com/article/us-health-coronavirus-germany-spahn-idINKBN29B1FU,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546793537&r=LYNXMPEH050SM&w=800,"By Reuters Staff
German Health Minister Jens Spahn attends a news conference on the started coronavirus disease (COVID-19) vaccination campaign, in Berlin, Germany, January 6, 2021. REUTERS/Hannibal… [+605 chars]"
121,"Kate Kelland","UK scientists question COVID-19 vaccine dosing delay - Reuters","Five UK medical scientists have criticised a British government plan to delay giving second doses of COVID-19 vaccines by up to 12 weeks, saying proven dosing schedules should not be altered "without solid scientific support or evidence".",https://www.reuters.com/article/us-health-coronavirus-britain-vaccines-d-idUSKBN29A29X,https://static.reuters.com/resources/r/?m=02&d=20210105&t=2&i=1546696959&r=LYNXMPEH04181&w=800,"LONDON (Reuters) - Five UK medical scientists have criticised a British government plan to delay giving second doses of COVID-19 vaccines by up to 12 weeks, saying proven dosing schedules should not … [+3034 chars]"
122,"Ryan Tumilty","Vaccine doses are languishing in provincial freezers, with more coming in January - National Post","<ol><li>Vaccine doses are languishing in provincial freezers, with more coming in January  National Post
</li><li>Health experts urging quicker vaccine rollout as COVID-19 cases surge, doses sit in freezers  CTV News
</li><li>Canadians should get same COVID…",https://nationalpost.com/news/politics/vaccine-doses-are-languishing-in-provincial-freezers-with-more-coming-in-january,https://smartcdn.prod.postmedia.digital/nationalpost/wp-content/uploads/2021/01/vaccine.6.jpg,"Canada hadnt anticipated getting vaccines until sort of 2021, so they came a bit early, she said.
Ontario faced criticism after slowing its vaccination campaign over the holidays to give health-care… [+1500 chars]"
123,"Daniella Diaz and Caroline Kelly, CNN","Texas Republican Rep. Kevin Brady tests positive for Covid-19","Texas Rep. Kevin Brady, the top Republican on the House Ways and Means Committee, has tested positive for coronavirus, he announced Tuesday.",https://www.cnn.com/2021/01/05/politics/texas-kevin-brady-coronavirus/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210105230632-kevin-brady-file-super-tease.jpg,"(CNN)Texas Rep. Kevin Brady, the top Republican on the House Ways and Means Committee, has tested positive for coronavirus, he announced Tuesday.
"Tonite the Office of House Physician informed me th… [+3188 chars]"
124,"Reuters Staff","Stemirna COVID-19 vaccine candidate obtains clinical trial approval in China - Reuters","A COVID-19 vaccine candidate from Chinese firm Stemirna Therapeutics obtains approval to conduct human testing from China's medical products regulator, the firm's partner said on Tuesday.",https://www.reuters.com/article/us-health-coronavirus-vaccine-stemirna-idUSKBN29A05A,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
BEIJING/HONG KONG (Reuters) - A COVID-19 vaccine candidate from Chinese firm Stemirna Therapeutics obtains approval to conduct human testing from Chinas medical products regulator, … [+612 chars]"
125,"Reuters Staff","European drugs authority meets again over Moderna vaccine - Reuters India","The European Medicines Authority (EMA) was meeting on Wednesday to decide on whether to approve Moderna's COVID-19 vaccine after failing to reach a decision earlier this week.",https://in.reuters.com/article/health-coronavirus-vaccine-moderna-idINKBN29B1DY,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546790957&r=LYNXMPEH050QG&w=800,"By Reuters Staff
AMSTERDAM (Reuters) - The European Medicines Authority (EMA) was meeting on Wednesday to decide on whether to approve Modernas COVID-19 vaccine after failing to reach a decision ear… [+1846 chars]"
126,NULL,"High-risk pregnant, breastfeeding women should get COVID-19 vaccine: OMA - CP24 Toronto's Breaking News","<ol><li>High-risk pregnant, breastfeeding women should get COVID-19 vaccine: OMA  CP24 Toronto's Breaking News
</li><li>Ontario ob-gyns push back on policies advising against COVID-19 vaccine for pregnant or breastfeeding women  CBC.ca
</li><li>5 New Things…",https://www.cp24.com/news/high-risk-pregnant-breastfeeding-women-should-get-covid-19-vaccine-oma-1.5254679,https://www.cp24.com/polopoly_fs/1.5254686.1609886283!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,"OTTAWA - The head of the Ontario Medical Association says the risk COVID-19 poses to pregnant and breastfeeding women is higher than the risk of taking a vaccine against the virus that causes it.
Dr… [+1016 chars]"
127,"KOCO Staff","OSDH: COVID-19 vaccine online scheduler portal now available for pre-registration - KOCO Oklahoma City","<ol><li>OSDH: COVID-19 vaccine online scheduler portal now available for pre-registration  KOCO Oklahoma City
</li><li>Oklahomans Can Only Receive A COVID Vaccine With A Scheduled Appointment, State Health Leaders Say  news9.com KWTV
</li><li>Oklahoma coron…",https://www.koco.com/article/oklahoma-state-dept-of-healths-covid-19-vaccine-online-portal-launches-early/35138596,"https://kubrick.htvapps.com/vidthumb/1bfae251-e69c-4afb-b1d3-e88bca726cb6/1bfae251-e69c-4afb-b1d3-e88bca726cb6_image.jpg?crop=1.00xw:1.00xh;0,0&resize=1200:*","OKLAHOMA CITY —The Oklahoma State Department of Health announced Wednesday that its COVID-19 vaccine scheduler portal is now available for pre-registration. 
Earlier this week, the department announ… [+2621 chars]"
128,"Reuters Staff","BRIEF-FDA Statement On Following The Authorized Dosing Schedules For COVID-19 Vaccines - Reuters UK","BRIEF-FDA Statement On Following The Authorized Dosing Schedules For COVID-19 Vaccines  Reuters UK",https://in.reuters.com/article/brief-fda-statement-on-following-the-aut-idUKFWN2JF11J,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
Jan 4 (Reuters) -
* FDA STATEMENT ON FOLLOWING THE AUTHORIZED DOSING SCHEDULES FOR COVID-19 VACCINES
* FDA SAYS TWO DIFFERENT MRNA VACCINES HAVE NOW SHOWN REMARKABLE EFFECTIVENESS… [+823 chars]"
129,"Reuters Staff","China's CNBG has supplied 3 million COVID-19 vaccine doses to UAE - Reuters India","United Arab Emirates (UAE) has received a total of three million COVID-19 vaccine doses from China National Biotec Group (CNBG), the company said on Tuesday.",https://in.reuters.com/article/health-coronavirus-vaccine-cnbg-idINKBN29A15K,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
BEIJING (Reuters) - United Arab Emirates (UAE) has received a total of three million COVID-19 vaccine doses from China National Biotec Group (CNBG), the company said on Tuesday.
CN… [+933 chars]"
130,"Reuters Staff","European drugs authority tries again for Moderna COVID-19 vaccine approval - Reuters India","The European Medicines Authority (EMA) was meeting on Wednesday to decide on whether to approve Moderna's COVID-19 vaccine after failing to reach a decision earlier this week.",https://www.reuters.com/article/us-health-coronavirus-vaccine-moderna-idINKBN29B11N,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546774991&r=LYNXMPEH050JM&w=800,"By Reuters Staff
AMSTERDAM (Reuters) -The European Medicines Authority (EMA) was meeting on Wednesday to decide on whether to approve Modernas COVID-19 vaccine after failing to reach a decision earl… [+1815 chars]"
131,"Marine Strauss","UPDATE 1-European Commission gives final approval to Moderna vaccine - Reuters","The European Commission gave approval on Wednesday for the use of the COVID-19 vaccine developed by U.S. company Moderna, the final step in the EU's authorisation process.",https://www.reuters.com/article/health-coronavirus-eu-moderna-idUSL8N2JH3L6,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"(Adds quotes from EU chief and health commissioner)
BRUSSELS, Jan 6 (Reuters) - The European Commission gave approval on Wednesday for the use of the COVID-19 vaccine developed by U.S. company Moder… [+542 chars]"
132,"Reuters Staff","Italy to enter capital of ReiThera to support COVID vaccine development - Reuters India","Italy will enter the capital of biotech company ReiThera to support the development of its COVID-19 vaccine, with the aim of concluding Phase 3 trials by summer 2021, the government's special commissioner for the COVID emergency said on Tuesday.",https://uk.reuters.com/article/us-health-coronavirus-italy-reithera-idUKKBN29A17V,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
ROME (Reuters) - Italy will enter the capital of biotech company ReiThera to support the development of its COVID-19 vaccine, with the aim of concluding Phase 3 trials by summer 202… [+562 chars]"
133,"Reuters Staff","Italy to enter capital of ReiThera to support COVID vaccine development - Reuters India","Italy will enter the capital of biotech company ReiThera to support the development of its COVID-19 vaccine, with the aim of concluding Phase 3 trials by summer 2021, the government's special commissioner for the COVID emergency said on Tuesday.",https://in.reuters.com/article/us-health-coronavirus-italy-reithera-idINKBN29A17V,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
ROME (Reuters) - Italy will enter the capital of biotech company ReiThera to support the development of its COVID-19 vaccine, with the aim of concluding Phase 3 trials by summer 202… [+562 chars]"
134,"Mia Rabson","Doctors urge access to COVID-19 vaccines for high-risk pregnant, breastfeeding women - CTV News","<ol><li>Doctors urge access to COVID-19 vaccines for high-risk pregnant, breastfeeding women  CTV News
</li><li>Ontario ob-gyns push back on policies advising against COVID-19 vaccine for pregnant or breastfeeding women  CBC.ca
</li><li>Watch CBS This Morni…",https://www.ctvnews.ca/health/coronavirus/doctors-urge-access-to-covid-19-vaccines-for-high-risk-pregnant-breastfeeding-women-1.5255590,https://www.ctvnews.ca/polopoly_fs/1.5128905.1601584516!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,"OTTAWA -- 
The head of the Ontario Medical Association says the risk COVID-19 poses to pregnant and breastfeeding women is higher than the risk of taking a vaccine against the virus that causes it.… [+3189 chars]"
135,"Reuters Staff","Factbox: Moderna's mRNA coronavirus vaccine - Reuters India","The European Union's drug watchdog on Wednesday authorized emergency use of Moderna Inc's COVID-19 vaccine, nearly two weeks after approving Pfizer Inc and BioNTech SE's shot for the virus.",https://in.reuters.com/article/us-health-coronavirus-vaccines-moderna-f-idINKBN29B1JF,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546795504&r=LYNXMPEH050TA&w=800,"By Reuters Staff
(Reuters) - The European Unions drug watchdog on Wednesday authorized emergency use of Moderna Incs COVID-19 vaccine, nearly two weeks after approving Pfizer Inc and BioNTech SEs sh… [+2634 chars]"
136,"Maria Cervantes","Peruvian minister raises 'controversy' over Pfizer vaccine liability clause - Reuters","Peru's health minister said on Tuesday that "controversy" had arisen over a liability waiver in the country's negotiations to obtain COVID-19 vaccines from Pfizer Inc.",https://www.reuters.com/article/us-health-coronavirus-peru-vaccines-idUSKBN29A2J7,https://static.reuters.com/resources/r/?m=02&d=20210105&t=2&i=1546710420&r=LYNXMPEH041CW&w=800,"LIMA (Reuters) - Perus health minister said on Tuesday that controversy had arisen over a liability waiver in the countrys negotiations to obtain COVID-19 vaccines from Pfizer Inc.
A small shopping … [+1895 chars]"
137,NULL,"BRIEF-FDA Statement On Following The Authorized Dosing Schedules For COVID-19 Vaccines - Reuters UK","BRIEF-FDA Statement On Following The Authorized Dosing Schedules For COVID-19 Vaccines  Reuters UK",https://uk.reuters.com/article/brief-fda-statement-on-following-the-aut-idUKFWN2JF11J,NULL,"Healthcare Sector
Reuters Staff
Jan 4 (Reuters) -
* FDA STATEMENT ON FOLLOWING THE AUTHORIZED DOSING SCHEDULES FOR COVID-19 VACCINES
* FDA SAYS TWO DIFFERENT MRNA VACCINES HAVE NOW SHOWN REMARKAB… [+931 chars]"
138,"Caley Ramsay","Alberta health officials address COVID-19 vaccine waste ‘misinformation’ as 843 new cases identified - Global News","<ol><li>Alberta health officials address COVID-19 vaccine waste ‘misinformation’ as 843 new cases identified  Global News
</li><li>Alberta health-care worker dies from COVID-19  CBC.ca
</li><li>Alberta doctors levy criticism over province’s COVID-19 vaccine…",https://globalnews.ca/news/7556174/alberta-covid-19-vaccine-waste-misinformation/,https://globalnews.ca/wp-content/uploads/2020/12/CP113284991-e1609356493363.jpg?quality=85&strip=all&crop=0px%2C133px%2C720px%2C380px&resize=720%2C379,"Alberta’s health minister and chief medical officer of health say there is “misinformation” circulating online about COVID-19 vaccine going to waste in the province.
Tyler Shandro and Dr. Deena Hins… [+14421 chars]"
139,"Reuters Staff","Timeline: How the EU filled its basket in COVID-19 shopping spree - Reuters India","The European Union (EU) has conducted a monthslong shopping spree to secure vaccines to battle the COVID-19 pandemic.",https://in.reuters.com/article/us-health-coronavirus-eu-vaccines-timeli-idINKBN29B1S3,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546805797&r=LYNXMPEH050XY&w=800,"By Reuters Staff
BRUSSELS (Reuters) - The European Union (EU) has conducted a monthslong shopping spree to secure vaccines to battle the COVID-19 pandemic.
FILE PHOTO: European Union flags flutter … [+4720 chars]"
140,"Reuters Staff","How the EU filled its basket in COVID-19 shopping spree - Reuters India","The European Union (EU) has conducted a monthslong shopping spree to secure vaccines to battle the COVID-19 pandemic.",https://in.reuters.com/article/health-coronavirus-eu-vaccines-timeline-idINKBN29B204,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546815530&r=LYNXMPEH0512J&w=800,"By Reuters Staff
BRUSSELS (Reuters) - The European Union (EU) has conducted a monthslong shopping spree to secure vaccines to battle the COVID-19 pandemic.
The EU flag is reflected in a drop on a s… [+4668 chars]"
141,"Reuters Staff","Timeline: How the EU filled its basket in COVID-19 shopping spree - Reuters","The European Union (EU) has conducted a monthslong shopping spree to secure vaccines to battle the COVID-19 pandemic.",https://www.reuters.com/article/us-health-coronavirus-eu-vaccines-timeli-idUSKBN29B1S3,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546805797&r=LYNXMPEH050XY&w=800,"By Reuters Staff
BRUSSELS (Reuters) - The European Union (EU) has conducted a monthslong shopping spree to secure vaccines to battle the COVID-19 pandemic.
FILE PHOTO: European Union flags flutter … [+4700 chars]"
142,"Reuters Staff","Colombia regulator approves Pfizer-BioNTech vaccine for emergency use - Reuters","Colombia's food and drug regulator on Tuesday authorized emergency use of Pfizer Inc and BioNTech SE's COVID-19 vaccine, President Ivan Duque said on Tuesday, joining other countries that have already approved coronavirus vaccines.",https://www.reuters.com/article/us-health-coronavirus-colombia-vaccine-idUSKBN29B02M,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546728585&r=LYNXMPEH0501B&w=800,"By Reuters Staff
FILE PHOTO: Syringes are seen in front of displayed Biontech and Pfizer logos in this illustration taken November 10, 2020. REUTERS/Dado Ruvic
BOGOTA (Reuters) - Colombias food and… [+1399 chars]"
143,"John Chalmers, Francesco Guarascio","Slow vaccine rollout stokes tensions among EU states - Reuters","Frustration over the slow rollout of COVID-19 vaccines has sparked tensions within the European Union, echoing disarray within the bloc at the beginning of the pandemic over sharing of protective medical equipment and the closure of borders.",https://www.reuters.com/article/health-coronavirus-eu-idUSL8N2JH23M,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"BRUSSELS, Jan 6 (Reuters) - Frustration over the slow rollout of COVID-19 vaccines has sparked tensions within the European Union, echoing disarray within the bloc at the beginning of the pandemic ov… [+3382 chars]"
144,"Local Journalism Initiative","Glitches hit rollout of vaccine super site - Yahoo News Canada","<ol><li>Glitches hit rollout of vaccine super site  Yahoo News Canada
</li><li>Coronavirus: Manitoba health officials provide COVID-19 update | LIVE  Global News
</li><li>Better safe than sorry  Winnipeg Free Press
</li><li>Woman in her 30s among recent CO…",https://ca.news.yahoo.com/glitches-hit-rollout-vaccine-super-065652484.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,"As Manitoba prepared to open its first COVID-19 vaccination super site today, officials backtracked to fix a miscommunication error that directed hundreds of health-care workers to show up to appoint… [+5114 chars]"
145,"Reuters Staff","AstraZeneca applies for emergency use for vaccine in Philippines - Reuters","Pharmaceutical firm AstraZeneca has applied to health regulators for emergency use authorization (EUA) of its COVID-19 vaccine in the Philppines, the food and drugs agency chief said on Wednesday.",https://www.reuters.com/article/us-health-coronavirus-philippines-astraz-idUSKBN29B0WZ,https://static.reuters.com/resources/r/?m=02&d=20210106&t=2&i=1546769851&r=LYNXMPEH050GU&w=800,"By Reuters Staff
A vial of the Oxford University/AstraZeneca COVID-19 vaccine is seen at the Lochee Health Centre in Dundee, Scotland, Britain January 4, 2021. Andy Buchanan/Pool via REUTERS
MANILA… [+363 chars]"
