news_id,author,title,description,url,urlToImage,content
253,"Aislinn Laing","Argentine regulator approves AstraZeneca/Oxford COVID-19 vaccine -AstraZeneca - Reuters","Argentina's regulator on Wednesday approved the COVID-19 vaccine developed by AstraZeneca and Oxford University for emergency use, AstraZeneca said in a statement.",https://www.reuters.com/article/uk-health-coronavirus-argentina-astrazen-idUSKBN294273,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"(Reuters) - Argentinas regulator on Wednesday approved the COVID-19 vaccine developed by AstraZeneca and Oxford University for emergency use, AstraZeneca said in a statement.
AstraZeneca said the ap… [+1458 chars]"
254,"Noe Torres","Mexican doctor hospitalized after receiving COVID-19 vaccine - Reuters UK","Mexican authorities said they are studying the case of a 32-year-old female doctor who was hospitalized after receiving the Pfizer-BioNTech COVID-19 vaccine.",https://www.reuters.com/article/health-coronavirus-mexico-vaccines-idUKKBN2970H3,https://static.reuters.com/resources/r/?m=02&d=20210102&t=2&i=1546410973&r=LYNXMPEH0107K&w=800,"FILE PHOTO: A medical worker receives an injection with a dose of the Pfizer-BioNTech COVID-19 vaccine at the Regional Military Specialty Hospital in San Nicolas de los Garza, on the outskirts of Mon… [+1076 chars]"
255,"Reuters Staff","India approves AstraZeneca's COVID-19 vaccine - Reuters India","India has approved the COVID-19 vaccine developed by AstraZeneca and Oxford University, paving the way for a huge immunisation campaign in the world's second most populous country.",https://in.reuters.com/article/health-coronavirus-india-vaccine-idINKBN29707B,https://static.reuters.com/resources/r/?m=02&d=20210102&t=2&i=1546395981&r=LYNXMPEH0103E&w=800,"By Reuters Staff
NEW DELHI (Reuters) - India has approved the COVID-19 vaccine developed by AstraZeneca and Oxford University, paving the way for a huge immunisation campaign in the worlds second mo… [+951 chars]"
256,NULL,"First doses of Moderna COVID-19 vaccine arrive in Yukon, N.W.T. - CBC.ca","<ol><li>First doses of Moderna COVID-19 vaccine arrive in Yukon, N.W.T.  CBC.ca
</li><li>Remote B.C. First Nations to begin getting Moderna's COVID-19 vaccine this week - BC News  Castanet.net
</li><li>Moderna COVID-19 vaccine arrives in Yukon, NWT  News 11…",https://www.cbc.ca/news/canada/north/nwt-yukon-moderna-vaccine-arrival-1.5856213,https://i.cbc.ca/1.5856219.1609208775!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/moderna-vaccine-n-w-t.jpg,"The first shipments of COVID-19 vaccines have arrived in Canada's territories.
N.W.T. Health Minister Julie Green tweeted on Monday evening that 7,200 doses of the Moderna vaccine had arrived in the… [+3199 chars]"
257,"Reuters Staff","Belarus begins administering Russian COVID-19 vaccine - Reuters","Belarus has begun administering the Russian-made Sputnik V coronavirus vaccine, both countries said on Tuesday, after the first consignment arrived in Minsk.",https://www.reuters.com/article/health-coronavirus-russia-belarus-idUSKBN2930P6,https://static.reuters.com/resources/r/?m=02&d=20201229&t=2&i=1546032613&r=LYNXMPEGBS0BW&w=800,"By Reuters Staff
FILE PHOTO: A view shows vials during the production of Gam-COVID-Vac, also known as Sputnik-V, vaccine against the coronavirus disease (COVID-19) at a facility of BIOCAD biotechnol… [+1356 chars]"
258,"Noe Torres","Mexican doctor hospitalized after receiving COVID-19 vaccine - Reuters","Mexican authorities said they are studying the case of a 32-year-old female doctor who was hospitalized after receiving the Pfizer-BioNTech COVID-19 vaccine.",https://www.reuters.com/article/health-coronavirus-mexico-vaccines-idUSKBN2970H3,https://static.reuters.com/resources/r/?m=02&d=20210102&t=2&i=1546410973&r=LYNXMPEH0107K&w=800,"FILE PHOTO: A medical worker receives an injection with a dose of the Pfizer-BioNTech COVID-19 vaccine at the Regional Military Specialty Hospital in San Nicolas de los Garza, on the outskirts of Mon… [+1076 chars]"
259,NULL,"EU nations eagerly kick off mass COVID-19 vaccinations - Medicine Hat News","<ol><li>EU nations eagerly kick off mass COVID-19 vaccinations  Medicine Hat News
</li><li>Singapore panel recommends maximum level of COVID-19 vaccine coverage  INQUIRER.net
</li><li>A Boston physician said he had a severe allergic reaction to Moderna's CO…",https://medicinehatnews.com/business/2020/12/27/eu-nations-eagerly-kick-off-mass-covid19-vaccinations/,NULL,"By Vanessa Gera And Nicole Winfield, The Associated Press on December 27, 2020.
ROME – European Union nations kicked off a co-ordinated effort Sunday to give COVID-19 vaccinations to the most vulner… [+5407 chars]"
260,NULL,"AstraZeneca COVID-19 vaccine has 'winning formula' for efficacy: CEO - CTV News","<ol><li>AstraZeneca COVID-19 vaccine has 'winning formula' for efficacy: CEO  CTV News
</li><li>AstraZeneca says its vaccine should be effective against COVID-19 variant  CBC.ca
</li><li>EU launches mass Covid-19 vaccination as new variant spreads  The Guar…",https://www.ctvnews.ca/health/coronavirus/astrazeneca-covid-19-vaccine-has-winning-formula-for-efficacy-ceo-1.5245798,https://www.ctvnews.ca/polopoly_fs/1.5228838.1607801767!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,"LONDON, UNITED KINGDOM -- 
The COVID-19 vaccine developed by the British drugs group AstraZeneca and the University of Oxford has achieved a "winning formula" for efficacy, the company's chief execu… [+4141 chars]"
261,"KitchenerToday Staff","New COVID-19 vaccine scams concerning police - KitchenerToday.com","<ol><li>New COVID-19 vaccine scams concerning police  KitchenerToday.com
</li><li>Britain becomes 1st country to approve Oxford-AstraZeneca coronavirus vaccine  Global News
</li><li>Oxford-AstraZeneca Covid vaccine approved by UK regulator  CNBC
</li><li>A…",https://www.kitchenertoday.com/police-beat/new-covid-19-vaccine-scams-concerning-police-3219159,https://www.vmcdn.ca/f/files/kitchenertoday/images/police/022820-fraud-scam-adobestock_61524568.jpeg;w=960;h=640;mode=crop,"Regional Police are keeping vaccine scams top of mind this time of year. 
The Canadian Anti-Fraud Centre issued an alert about COVID-19 vaccine-themed emails and texts earlier this month, which they… [+1087 chars]"
262,NULL,"Where are we in the global COVID-19 vaccine race? - CTV News","<ol><li>Where are we in the global COVID-19 vaccine race?  CTV News
</li><li>U.K. 1st to approve AstraZeneca-Oxford COVID-19 vaccine  CBC News
</li><li>UK to prioritize single vaccine shot before double doses  POLITICO.eu
</li><li>Update  Dr. John Campbell…",https://www.ctvnews.ca/health/coronavirus/where-are-we-in-the-global-covid-19-vaccine-race-1.5248217,https://www.ctvnews.ca/polopoly_fs/1.5229677.1607901547!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,"Britain on Wednesday became the first country in the world to approve a coronavirus vaccine developed by Oxford University and AstraZeneca, prioritizing the rapid deployment of the shot as it battles… [+5664 chars]"
263,Staff,"Nassau County ticket system for COVID-19 vaccine to begin Monday - WJXT News4JAX","<ol><li>Nassau County ticket system for COVID-19 vaccine to begin Monday  WJXT News4JAX 
</li><li>Coronavirus vaccine appointment turns into surprise marriage proposal  WCVB Boston
</li><li>China Reports Tens Of Thousands Inoculated In First Days Of COVID-1…",https://www.news4jax.com/news/local/2021/01/03/nassau-county-ticket-system-for-covid-19-vaccine-to-begin-monday/,https://www.news4jax.com/resizer/XZt80OrGWHg4ZNm6X_dctodWWIE=/1600x1066/smart/filters:format(jpeg):strip_exif(true):strip_icc(true):no_upscale(true):quality(65)/cloudfront-us-east-1.images.arcpublishing.com/gmg/2ZXJBRW4SVGYPENALFP4PIJNKM.jpg,"After the Florida Department of Health in Nassau County received a very limited supply of the Moderna COVID-19, the county announced a plan to begin distributing the vaccine.
Nassau County Director … [+1866 chars]"
264,"Matt Novak","Viral 5G Conspiracy Diagram Actually Shows How to Build Your Own Guitar Pedal","Does this diagram show the secret plans of Bill Gates and his minions to inject 5G chips into the bloodstreams of unsuspecting people who get the covid-19 vaccine? Not quite. But it can sure scoop the hell out of those mids.Read more...",https://gizmodo.com/viral-5g-conspiracy-diagram-actually-shows-how-to-build-1845990224,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/vzzji3fumsqw4gziufun.jpg","Does this diagram show the secret plans of Bill Gates and his minions to inject 5G chips into the bloodstreams of unsuspecting people who get the covid-19 vaccine? Not quite. But it can sure scoop th… [+4340 chars]"
265,"Christina Maxouris, CNN","US hits record for daily Covid-19 deaths. Winter will be 'awful' before we see 'some light,' expert says","The US set two more devastating Covid-19 records as it counted down the hours to the end of what has been a calamitous year for the nation.",https://www.cnn.com/2020/12/30/health/us-coronavirus-wednesday/index.html,https://cdn.cnn.com/cnnnext/dam/assets/201230003112-maryland-cremation-services-1224-super-tease.jpg,"(CNN)The US set two more devastating Covid-19 records as it counted down the hours to the end of what has been a calamitous year for the nation. 
On Tuesday, it recorded more than 3,700 new deaths l… [+5666 chars]"
266,"Ed Cara","FDA Shoots Down Plan to Extend Vaccine Supply With Alternate Dosing","The Food and Drug Administration appears to have rejected any alternative strategy for the distribution of covid-19 vaccines—for now, at least. In a statement released Tuesday, FDA chief Stephen Hahn called the possibility of any dosing or scheduling changes …",https://gizmodo.com/fda-shoots-down-plan-to-extend-vaccine-supply-with-alte-1845991264,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/ag6nym2eyqatraxw0t4m.jpg","The Food and Drug Administration appears to have rejected any alternative strategy for the distribution of covid-19 vaccinesfor now, at least. In a statement released Tuesday, FDA chief Stephen Hahn … [+2952 chars]"
267,"Lauran Neergaard","More COVID-19 vaccines in the pipeline as US effort ramps up - The Associated Press","<ol><li>More COVID-19 vaccines in the pipeline as US effort ramps up  The Associated Press
</li><li>Doctor: COVID vaccine distribution "a logistical nightmare"  CBS News
</li><li>'Let's get vaccinated': Europe rolls out Covid-19 vaccine  Guardian News
</li…",https://apnews.com/article/public-health-anthony-fauci-coronavirus-pandemic-coronavirus-vaccine-3db1583f627efcd7f06a1762209e6f36,https://storage.googleapis.com/afs-prod/media/c105843f8936439790832b5466e70664/3000.jpeg,"A huge U.S. study of another COVID-19 vaccine candidate got underway Monday as states continue to roll out scarce supplies of the first shots to a nation anxiously awaiting relief from the catastroph… [+7438 chars]"
268,"Reuters Staff","Pfizer and BioNTech to offer COVID vaccine to volunteers who got placebo - Reuters Africa","Pfizer Inc and its partner BioNTech Se plan to give volunteers who received a placebo in its COVID-19 vaccine trial an option to receive a first dose of the vaccine by March 1, 2021, while staying within the study.",https://www.reuters.com/article/us-health-coronavirus-vaccine-unblinding-idUSKBN2962O0,https://static.reuters.com/resources/r/?m=02&d=20210101&t=2&i=1546375041&r=LYNXMPEH001BJ&w=800,"By Reuters Staff
FILE PHOTO: Syringes to administer the Pfizer-BioNTech coronavirus disease (COVID-19) vaccine are seen at a nursing home in Burgbernheim, Germany December 28, 2020. Picture taken De… [+1294 chars]"
269,"Reuters Staff","Pfizer and BioNTech to offer COVID vaccine to volunteers who got placebo - Reuters India","Pfizer Inc and its partner BioNTech Se plan to give volunteers who received a placebo in its COVID-19 vaccine trial an option to receive a first dose of the vaccine by March 1, 2021, while staying within the study.",https://in.reuters.com/article/health-coronavirus-vaccine-unblinding-idINKBN2962NY,https://static.reuters.com/resources/r/?m=02&d=20210101&t=2&i=1546375140&r=LYNXMPEH001BK&w=800,"By Reuters Staff
FILE PHOTO: Syringes to administer the Pfizer-BioNTech coronavirus disease (COVID-19) vaccine are seen at a nursing home in Burgbernheim, Germany December 28, 2020. Picture taken De… [+1304 chars]"
270,"Reuters Staff","Russia ready to trial combined AstraZeneca, Sputnik V vaccine in Ukraine - Reuters UK","Russia is ready to conduct clinical trials in Ukraine of a COVID-19 vaccine combining its Sputnik V with a vaccine developed by AstraZeneca together with Oxford University, the head of Russian Direct Investment Fund (RDIF) said on Saturday.",https://uk.reuters.com/article/uk-health-coronavirus-russia-ukraine-idUKKBN2970JS,https://static.reuters.com/resources/r/?m=02&d=20210102&t=2&i=1546416662&r=LYNXMPEH0108V&w=800,"By Reuters Staff
FILE PHOTO: A Russian Army service member receives an injection with Sputnik V (Gam-COVID-Vac) vaccine against the coronavirus disease (COVID-19) at a clinic in the city of Rostov-O… [+566 chars]"
271,"Reuters Staff","Factbox-How AstraZeneca-Oxford developed Britain's homegrown COVID-19 vaccine - Reuters UK","India's drugs regulator gave final approval on Sunday for the emergency-use of a COVID-19 vaccine developed by AstraZeneca and Oxford University. Britain, El Salvador and Argentina have also approved the vaccine.",https://uk.reuters.com/article/health-coronavirus-astrazeneca-factbox-idUKKBN29804X,https://static.reuters.com/resources/r/?m=02&d=20210103&t=2&i=1546445848&r=LYNXMPEH0202L&w=800,"By Reuters Staff
(Reuters) - Indias drugs regulator gave final approval on Sunday for the emergency-use of a COVID-19 vaccine developed by AstraZeneca and Oxford University. Britain, El Salvador and… [+5969 chars]"
272,"Tuvan Gumrukcu, Ali Kucukgocmen","Turkey says China's Sinovac COVID vaccine 91.25% effective in late trials - Reuters India","A COVID-19 vaccine developed by China's Sinovac Biotech is 91.25% effective, according to interim data from a late-stage trial in Turkey, a potentially much better result than reported from a separate trial of the vaccine in Brazil.",https://in.reuters.com/article/health-coronavirus-turkey-china-idINKBN28Z064,https://static.reuters.com/resources/r/?m=02&d=20201225&t=2&i=1545755627&r=LYNXMPEGBO026&w=800,"ANKARA (Reuters) - A COVID-19 vaccine developed by Chinas Sinovac Biotech is 91.25% effective, according to interim data from a late-stage trial in Turkey, a potentially much better result than repor… [+3794 chars]"
273,"Reuters Staff","Piecemeal data releases threaten to undermine Sinovac's COVID-19 vaccine - Reuters India","Fragmental releases of efficacy data for the COVID-19 vaccine developed by China's Sinovac could undermine confidence in the shot, experts warned, as several countries prepare for mass inoculations with the vaccine.",https://in.reuters.com/article/health-coronavirus-sinovac-idINL4N2J80L1,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
* Turkey, Brazil release different readouts on efficacy data
* Experts warn piecemeal approach could undermine CoronaVac
* Brazil has delayed efficacy data on CoronaVac three time… [+4293 chars]"
274,"Reuters Staff","One dose of AstraZeneca vaccine should be 70% effective after 21 days - UK medical adviser - Reuters India","One dose of Oxford/AstraZeneca's COVID-19 vaccine is around 70% effective after 21 days and before the second dose is given, a British doctor involved in the approval of the vaccine said on Wednesday.",https://in.reuters.com/article/health-coronavirus-britain-idINL9N2FJ01I,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
LONDON, Dec 30 (Reuters) - One dose of Oxford/AstraZenecas COVID-19 vaccine is around 70% effective after 21 days and before the second dose is given, a British doctor involved in t… [+424 chars]"
275,"Reuters Staff","Oxford-AstraZeneca vaccine can be up to 80% effective with a delay between doses - UK official - Reuters","Oxford and AstraZeneca's COVID-19 vaccine can be 80% effective when there are three months between shots, an official involved in approving the vaccine in Britain said, but there is insufficient evidence to back a regime involving a half dose.",https://www.reuters.com/article/us-health-coronavirus-britain-vaccine-mh-idUSKBN29411S,https://static.reuters.com/resources/r/?m=02&d=20201230&t=2&i=1546148209&r=LYNXMPEGBT0KJ&w=800,"By Reuters Staff
Prof Sir Munir Pirmohamed arrives at Downing Street, amid the coronavirus disease (COVID-19) pandemic, in London, Britain December 30, 2020. REUTERS/Hannah McKay
LONDON (Reuters) -… [+793 chars]"
276,"Reuters Staff","Piecemeal data releases threaten to undermine Sinovac's COVID-19 vaccine - Reuters","Fragmental releases of efficacy data for the COVID-19 vaccine developed by China's Sinovac could undermine confidence in the shot, experts warned, as several countries prepare for mass inoculations with the vaccine.",https://www.reuters.com/article/us-health-coronavirus-sinovac-idUSKBN2920QQ,https://static.reuters.com/resources/r/?m=02&d=20201228&t=2&i=1545950139&r=LYNXMPEGBR0C0&w=800,"By Reuters Staff
BEIJING/SINGAPORE (Reuters) - Fragmental releases of efficacy data for the COVID-19 vaccine developed by Chinas Sinovac could undermine confidence in the shot, experts warned, as se… [+4348 chars]"
277,"Alistair Smout","'So pleased' - Britain gives first dose of Oxford/AstraZeneca vaccine to dialysis patient - Reuters India","Britain began inoculating its citizens with the AstraZeneca/Oxford COVID-19 vaccine on Monday, giving the shot to Brian Pinker, an 82-year-old dialysis patient, at a hospital a few hundred metres away from where the vaccine was developed.",https://in.reuters.com/article/us-health-coronavirus-britain-vaccine-idINKBN2990Q2,https://static.reuters.com/resources/r/?m=02&d=20210104&t=2&i=1546516590&r=LYNXMPEH030CN&w=800,"LONDON (Reuters) -Britain began inoculating its citizens with the AstraZeneca/Oxford COVID-19 vaccine on Monday, giving the shot to Brian Pinker, an 82-year-old dialysis patient, at a hospital a few … [+1857 chars]"
278,"Reuters Staff","One dose of AstraZeneca vaccine should be 70% effective after 21 days - UK medical adviser - Reuters UK","One dose of Oxford/AstraZeneca's COVID-19 vaccine is around 70% effective after 21 days and before the second dose is given, a British doctor involved in the approval of the vaccine said on Wednesday.",https://in.reuters.com/article/uk-health-coronavirus-britain-astra-idUKKBN294142,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
LONDON (Reuters) - One dose of Oxford/AstraZenecas COVID-19 vaccine is around 70% effective after 21 days and before the second dose is given, a British doctor involved in the appro… [+346 chars]"
279,"Reuters Staff","Piecemeal data releases threaten to undermine Sinovac's COVID-19 vaccine - Reuters UK","Fragmental releases of efficacy data for the COVID-19 vaccine developed by China's Sinovac could undermine confidence in the shot, experts warned, as several countries prepare for mass inoculations with the vaccine.",https://uk.reuters.com/article/uk-health-coronavirus-sinovac-idUKKBN2920R2,https://static.reuters.com/resources/r/?m=02&d=20201228&t=2&i=1545950287&r=LYNXMPEGBR0C8&w=800,"By Reuters Staff
BEIJING/SINGAPORE (Reuters) - Fragmental releases of efficacy data for the COVID-19 vaccine developed by Chinas Sinovac could undermine confidence in the shot, experts warned, as se… [+4359 chars]"
280,"Reuters Staff","Ireland could provide COVID-19 vaccine to everyone by August - Reuters India","Ireland may be able to provide a COVID-19 vaccine to everyone in the country who wants one by August in a "fairly positive scenario", a senior official tasked with vaccine roll-out said on Tuesday.",https://www.reuters.com/article/health-coronavirus-ireland-idINKBN2930PT,https://static.reuters.com/resources/r/?m=02&d=20201229&t=2&i=1546033552&r=LYNXMPEGBS0CA&w=800,"By Reuters Staff
A man walks past a graffiti of a Frankenstein wearing a protective face mask on a doorway amid the spread of the coronavirus disease (COVID-19) pandemic, in Galway, Ireland, Decembe… [+1161 chars]"
281,"Reuters Staff","Ireland could provide COVID-19 vaccine to everyone by August - Reuters India","Ireland may be able to provide a COVID-19 vaccine to everyone in the country who wants one by August in a "fairly positive scenario", a senior official tasked with vaccine roll-out said on Tuesday.",https://in.reuters.com/article/health-coronavirus-ireland-idINKBN2930PT,https://static.reuters.com/resources/r/?m=02&d=20201229&t=2&i=1546033552&r=LYNXMPEGBS0CA&w=800,"By Reuters Staff
A man walks past a graffiti of a Frankenstein wearing a protective face mask on a doorway amid the spread of the coronavirus disease (COVID-19) pandemic, in Galway, Ireland, Decembe… [+1161 chars]"
282,"Alistair Smout","'So pleased' - Britain gives first dose of Oxford/AstraZeneca vaccine to dialysis patient - Reuters India","Britain began inoculating its citizens with the AstraZeneca/Oxford COVID-19 vaccine on Monday, giving the shot to Brian Pinker, an 82-year-old dialysis patient, at a hospital a few hundred metres away from where the vaccine was developed.",https://in.reuters.com/article/health-coronavirus-britain-vaccine-idINKBN2990TB,https://static.reuters.com/resources/r/?m=02&d=20210104&t=2&i=1546518443&r=LYNXMPEH030DP&w=800,"LONDON (Reuters) - Britain began inoculating its citizens with the AstraZeneca/Oxford COVID-19 vaccine on Monday, giving the shot to Brian Pinker, an 82-year-old dialysis patient, at a hospital a few… [+1617 chars]"
283,"Reuters Staff","Russia ready to trial combined AstraZeneca, Sputnik V vaccine in Ukraine - Reuters India","Russia is ready to conduct clinical trials in Ukraine of a COVID-19 vaccine combining its Sputnik V with a vaccine developed by AstraZeneca together with Oxford University, the head of Russian Direct Investment Fund (RDIF) said on Saturday.",https://in.reuters.com/article/health-coronavirus-russia-ukraine-idINKBN29802N,https://static.reuters.com/resources/r/?m=02&d=20210103&t=2&i=1546436240&r=LYNXMPEH0201A&w=800,"By Reuters Staff
FILE PHOTO: A view shows vials during the production of Gam-COVID-Vac, also known as Sputnik-V, vaccine against the coronavirus disease (COVID-19) at a facility of BIOCAD biotechnol… [+588 chars]"
284,"Polina Nikolskaya, Polina  Ivanova","Exclusive: Russia ships only first part of COVID-19 vaccine to Argentina - sources - Reuters India","Russia's first big international shipment of its coronavirus vaccine -- 300,000 doses sent to Argentina last week -- consisted only of the first dose of the two-shot vaccine, which is easier to make than the second dose, sources told Reuters.",https://in.reuters.com/article/health-coronavirus-russia-vaccine-argent-idINKBN29210I,https://static.reuters.com/resources/r/?m=02&d=20201228&t=2&i=1545960263&r=LYNXMPEGBR0H1&w=800,"MOSCOW (Reuters) - Russias first big international shipment of its coronavirus vaccine -- 300,000 doses sent to Argentina last week -- consisted only of the first dose of the two-shot vaccine, which … [+3233 chars]"
285,"Polina Nikolskaya, Polina  Ivanova","Exclusive-Russia ships only first part of COVID-19 vaccine to Argentina -sources - Reuters","Russia's first big international shipment of its coronavirus vaccine -- 300,000 doses sent to Argentina last week -- consisted only of the first dose of the two-shot vaccine, which is easier to make than the second dose, sources told Reuters.",https://www.reuters.com/article/us-health-coronavirus-russia-vaccine-arg-idUSKBN2920XP,https://static.reuters.com/resources/r/?m=02&d=20201228&t=2&i=1545957597&r=LYNXMPEGBR0FZ&w=800,"MOSCOW (Reuters) - Russias first big international shipment of its coronavirus vaccine -- 300,000 doses sent to Argentina last week -- consisted only of the first dose of the two-shot vaccine, which … [+3233 chars]"
286,"Reuters Staff","Cyprus starts rollout of COVID-19 vaccine - Reuters India","Cyprus on Sunday started vaccinating its population against COVID-19 as part of a concerted drive across the European Union to curb the pandemic which has claimed the lives of more than 1.7 million people worldwide.",https://in.reuters.com/article/us-health-coronavirus-cyprus-vaccines-idINKBN29107U,https://static.reuters.com/resources/r/?m=02&d=20201227&t=2&i=1545878248&r=LYNXMPEGBQ045&w=800,"By Reuters Staff
FILE PHOTO: Boxes of Pfizer-BioNtech coronavirus disease (COVID-19) vaccines arrive at an undisclosed location in Nicosia, Cyprus December 26, 2020. Stavros Ioannides/PIO/Handout vi… [+506 chars]"
287,"Reuters Staff","Turkey receives first shipment of Sinovac's COVID-19 vaccine - Reuters","Turkey received its first shipment of COVID-19 vaccines from China's Sinovac early on Wednesday, Reuters television footage showed, almost a week after Ankara said the vaccine was safe and effective, based on interim Phase III trial results.",https://in.reuters.com/article/health-coronavirus-turkey-sinovac-int-idUSKBN2940DH,https://static.reuters.com/resources/r/?m=02&d=20201230&t=2&i=1546118663&r=LYNXMPEGBT07E&w=800,"By Reuters Staff
ANKARA (Reuters) - Turkey received its first shipment of COVID-19 vaccines from Chinas Sinovac early on Wednesday, Reuters television footage showed, almost a week after Ankara said… [+1848 chars]"
288,"Reuters Staff","Britain approves AstraZeneca/Oxford COVID-19 vaccine - Reuters India","Britain on Wednesday became the first country in the world to approve a coronavirus vaccine developed by Oxford University and AstraZeneca as it battles a major winter surge driven by a new, highly contagious variant of the virus.",https://in.reuters.com/article/us-health-coronavirus-britain-vaccine-idINKBN2940KS,https://static.reuters.com/resources/r/?m=02&d=20201230&t=2&i=1546125464&r=LYNXMPEGBT0A5&w=800,"By Reuters Staff
FILE PHOTO: Vials with a sticker reading, "COVID-19 / Coronavirus vaccine / Injection only" and a medical syringe are seen in front of a displayed AstraZeneca logo in this illustrat… [+538 chars]"
289,"Reuters Staff","Instant View: UK approves AstraZeneca/Oxford COVID-19 vaccine - Reuters","Britain on Wednesday became the first country in the world to approve a coronavirus vaccine developed by AstraZeneca and Oxford University, as it battles a major winter surge driven by a new, highly contagious variant of the virus.",https://www.reuters.com/article/us-health-coronavirus-britain-vaccine-in-idUSKBN2940N3,https://static.reuters.com/resources/r/?m=02&d=20201230&t=2&i=1546128281&r=LYNXMPEGBT0BQ&w=800,"By Reuters Staff
FILE PHOTO: AstraZeneca's logo is reflected in a drop on a syringe needle in this illustration taken November 9, 2020. REUTERS/Dado Ruvic/Illustration/File Photo
(Reuters) - Britai… [+1580 chars]"
290,"Reuters Staff","China gives conditional approval for CNBG's COVID-19 vaccine - Reuters","China has given conditional approval for general public use for a COVID-19 vaccine developed by state-owned drug maker Sinopharm, an official with China's National Medical Products Administration told a media briefing on Thursday.",https://www.reuters.com/article/us-health-coronavirus-vaccine-china-idUSKBN29505P,https://static.reuters.com/resources/r/?m=02&d=20201231&t=2&i=1546225617&r=LYNXMPEGBU029&w=800,"By Reuters Staff
FILE PHOTO: A booth displaying a coronavirus vaccine candidate from China National Biotec Group (CNBG), a unit of state-owned pharmaceutical giant China National Pharmaceutical Grou… [+1783 chars]"
291,"Reuters Staff","Cyprus starts rollout of COVID-19 vaccine - Reuters India","Cyprus on Sunday started vaccinating its population against COVID-19 as part of a concerted drive across the European Union to curb the pandemic which has claimed the lives of more than 1.7 million people worldwide.",https://www.reuters.com/article/health-coronavirus-cyprus-vaccines-idINL4N2J704R,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"By Reuters Staff
NICOSIA, Dec 27 (Reuters) - Cyprus on Sunday started vaccinating its population against COVID-19 as part of a concerted drive across the European Union to curb the pandemic which ha… [+369 chars]"
292,"Reuters Staff","El Salvador greenlights AstraZeneca, Oxford University COVID-19 vaccine - Reuters","The COVID-19 vaccine developed jointly by British drugmaker AstraZeneca and Oxford University was approved for use in El Salvador on Wednesday, according to a statement by the national medicines agency.",https://www.reuters.com/article/us-health-coronavirus-el-salvador-vaccin-idUSKBN2942HQ,https://static.reuters.com/resources/r/?m=02&d=20201230&t=2&i=1546217975&r=LYNXMPEGBT1GA&w=800,"By Reuters Staff
FILE PHOTO: A test tube labelled with the Vaccine is seen in front of AstraZeneca logo in this illustration taken, September 9, 2020. REUTERS/Dado Ruvic/Illustration
SAN SALVADOR (… [+542 chars]"
293,"Alistair Smout","Britain first to approve AstraZeneca/Oxford COVID-19 vaccine - Reuters","Britain on Wednesday became the first country in the world to approve a coronavirus vaccine developed by Oxford University and AstraZeneca as it battles a major winter surge driven by a new, highly contagious variant of the virus.",https://www.reuters.com/article/us-health-coronavirus-britain-vaccine-idUSKBN2940KS,https://static.reuters.com/resources/r/?m=02&d=20201230&t=2&i=1546126250&r=LYNXMPEGBT0A5&w=800,"LONDON (Reuters) - Britain on Wednesday became the first country in the world to approve a coronavirus vaccine developed by Oxford University and AstraZeneca as it battles a major winter surge driven… [+2088 chars]"
294,"Reuters Staff","Factbox: India approves AstraZeneca/Oxford COVID-19 vaccine - Reuters India","India has approved two COVID-19 vaccines, one developed by AstraZeneca along with Oxford University and the other by local company Bharat Biotech, paving the way for the world's second most populous country to join the list of nations launching immunisation c…",https://in.reuters.com/article/health-coronavirus-vaccines-frontrunners-idINKBN29917G,https://static.reuters.com/resources/r/?m=02&d=20210104&t=2&i=1546533062&r=LYNXMPEH030KK&w=800,"By Reuters Staff
(Reuters) - India has approved two COVID-19 vaccines, one developed by AstraZeneca along with Oxford University and the other by local company Bharat Biotech, paving the way for the… [+5226 chars]"
295,"The New York Times","Global Vaccination Efforts Roll Out Slower Than Promised","Countries are falling short of the inoculation targets set by leaders. There are more than twice as many Covid-19 patients in California hospitals now as there were a month ago.",https://www.nytimes.com/live/2021/01/05/world/covid-19-coronavirus,https://static01.nyt.com/images/2021/01/04/us/04virus-brief-california-surge2/04virus-brief-california-surge2-facebookJumbo.jpg,"LiveUpdated Jan. 5, 2021, 5:56 a.m. ET
Jan. 5, 2021, 5:56 a.m. ET
Countries are falling short of the inoculation targets set by leaders. There are more than twice as many Covid-19 patients in Calif… [+15250 chars]"
