tweet_id,username,created_at,tweet,retweet_count,place,location
5326,AEnematic,"2021-01-06 14:17:34","@drscottrfla @LLinWood @VP @Mike_Pence @RodRosenstein If you made under $75,000 last tax year (2019) you’ll likely… https://t.co/yDYX8yrz0P",0,NULL,"Phoenix, AZ"
5327,SpursNewsApp,"2021-01-06 14:17:34","Liverpool, Spurs offer stadiums as Covid vaccine hubs: https://t.co/JqhUhwNgjy",0,NULL,NULL
5328,kerrie6477,"2021-01-06 14:17:35","RT @WyeValleyNHS: "Everyone can make a difference by having their COVID-19 vaccine" - plea by WVT Consultant Ingrid Durand, who fought her…",0,NULL,Coventry
5329,SzegediDr,"2021-01-06 14:17:35","RT @mariofusco: Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted i…",0,NULL,"United Kingdom"
5330,SarahJo23672889,"2021-01-06 14:17:36","RT @healthychickie: .@philmurphynj A fast-tracked, experimental, liability-free vaccine must remain voluntary in NJ! Medical mandates or co…",0,NULL,NULL
5331,jeanycarreon,"2021-01-06 14:17:36","RT @ifyouseekkae: What are they distracting us from:

1) vaccine smuggling
2) POGO workers getting vaccine ahead of our healthcare workers…",0,NULL,y1
5332,sajid_abadi,"2021-01-06 14:17:37","Which one is more dangerous Covid-19 or Climate change? 

"Coronavirus can  be treated with a vaccine, but no vacci… https://t.co/reUREbPTu6",0,NULL,"Gilgit-Baltistan,Pakistan"
5333,ZyiteGadgets,"2021-01-06 14:17:37","Moderna COVID-19 vaccine approved in Europe, Dutch play catch-up https://t.co/d3JeC2mucn https://t.co/5xHdVqzZNq",0,NULL,http://www.zyite.com/
5334,RANDEurope,"2021-01-06 14:17:37",""As long as COVID-19 is not under control everywhere, the cost of the global pandemic will continue to be as high a… https://t.co/hzu4yjPMw5",0,NULL,"Cambridge, UK and Brussels, BE"
5335,Swirlycomb26234,"2021-01-06 14:17:37","RT @TheAnfieldTalk: BREAKING: 

Liverpool FC have offered Anfield to be used a COVID-19 vaccination hub. [Sky] 

We would encourage anyone…",0,NULL,"Hull, England"
5336,ruttan_nekosan,"2021-01-06 14:17:38","RT @KTVU: Medical experts concerned South African COVID-19 variant could compromise vaccine's efficacy https://t.co/DqkEOsmCII",0,NULL,NULL
5337,FearAndGreed3,"2021-01-06 14:17:38","$NVAX Novavax Has Covid-19 Vaccine News Coming Out Soon. That Could Be Good for the Stock. Source: https://t.co/gTumhis1kf",0,NULL,"United Kingdom"
5338,lb_bklyn,"2021-01-06 14:17:40","RT @janinedigi: I just don't get #antivaccine mentality. #France is the country of Louis Pasteur, who pioneered vaccine development. Yet 58…",0,NULL,NULL
5339,Belindareesmith,"2021-01-06 14:17:40","UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! - Sign the Pe… https://t.co/8alGXDYyKU",0,NULL,NULL
5340,tvera88,"2021-01-06 14:17:40","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
5341,PanchoMV,"2021-01-06 14:17:41","RT @mariofusco: Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted i…",0,NULL,"Coahuila y Nuevo Leon"
5342,Mithile99908989,"2021-01-06 14:17:42","RT @SaketGokhale: Bharat Biotech shared data from trials it conducted..wait for it..on mice, rats, rabbits, Syrian hamsters &amp; rhesus macaqu…",0,NULL,NULL
5343,pressnut,"2021-01-06 14:17:42","EU May Soon Approve Extra Doses From Vials Of Pfizer COVID-19 Vaccine – Source https://t.co/XVTkBEt5kl",0,NULL,NULL
5344,Jennife60216481,"2021-01-06 14:17:42","RT @WRCB: TODAY: Hamilton County Commissioner Warren Mackey is asking citizens for ideas for possible vaccine distribution sites as he call…",0,NULL,"Middle Valley, TN"
5345,sakak,"2021-01-06 14:17:42","RT @MaxCRoser: India just approved the COVID vaccine developed by researchers at the University of Oxford!

Great is that Oxford licensed i…",0,NULL,"Japan "
5346,carol_hulme,"2021-01-06 14:17:43","RT @fantasticmusic: It’s like if https://t.co/pVzljmoKV7 chaired a debate about dangerous driving, but ppl against the dangerous drivers ar…",0,NULL,"Staffordshire England"
5347,MidMax541,"2021-01-06 14:17:43","RT @danrolle: There it is. 

The wealthy have found a way to usurp federal guidance on vaccine rollout.  All they had to do was bribe a few…",0,NULL,Northwest
5348,Mark96854262,"2021-01-06 14:17:43","RT @jimcramer: NYC vaccinated 6 million people in three weeks in 1947 after a small smallpox outbreak...",0,NULL,"East Coast, Canada"
5349,onenationDD,"2021-01-06 14:17:43","RT @UKGovScotland: The UK is the first nation in the world to have secured and approved a vaccine against COVID-19 and the UK Government wi…",0,NULL,"Scotland, United Kingdom"
5350,misschuyler96,"2021-01-06 14:17:43","RT @ifyouseekkae: What are they distracting us from:

1) vaccine smuggling
2) POGO workers getting vaccine ahead of our healthcare workers…",0,NULL,"Town of Koriko"
5351,keith_lythe,"2021-01-06 14:17:44","UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! - Sign the Pe… https://t.co/AP2wg3XWYb",0,"United Kingdom",NULL
5352,BoyMeetsLex,"2021-01-06 14:17:44","Guess I’m getting the COVID vaccine",0,NULL,"In his skin"
5353,MarkKassMBJ,"2021-01-06 14:17:44","RT @richkirchenmbj: Evers: 'It is going to take us a long time to get these vaccines in peoples’ arms.' Covid-19 vaccine demand in Wisconsi…",0,NULL,Milwaukee
5354,Siddney_A,"2021-01-06 14:17:44","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
5355,zoxnr,"2021-01-06 14:17:45","RT @quintabrunson: malls are open.",0,NULL,NULL
5356,Ellison56101,"2021-01-06 14:17:45","@Zarkwan @bigbenn1e Can’t even be bothered to see what Westminster are saying from https://t.co/SNUGSIq2KG

Regulat… https://t.co/7L0KdYdOjs",0,NULL,"Forres, Morayshire"
5357,sakak,"2021-01-06 14:17:46","RT @MaxCRoser: Bangladesh has now also approved the use of the COVID-19 vaccine from Oxford.

https://t.co/AJiRce9lAD",0,NULL,"Japan "
5358,raj_regaspi,"2021-01-06 14:17:46","RT @ifyouseekkae: What are they distracting us from:

1) vaccine smuggling
2) POGO workers getting vaccine ahead of our healthcare workers…",0,NULL,"mademoiselle, l."
5359,ped1589,"2021-01-06 14:17:46","RT @JordanSchachtel: The task force resulted in the destruction of the Trump presidency. Lots of blame to go around, but the fact that peop…",0,NULL,NULL
5360,LordxEkim,"2021-01-06 14:17:46","RT @DeItaone: Novavax Has Covid-19 Vaccine News Coming Out Soon. That Could Be Good for the Stock. -- https://t.co/YgjBN9MceZ
$NVAX",0,NULL,"United States"
5361,neilmbriscoe,"2021-01-06 14:17:47","RT @Shane_O_D: I am overjoyed to hear that my wife (a hospital doctor/consultant) today has had the COVID-19 vaccine. It didn’t feel like i…",0,NULL,"Belfast, Northern Ireland"
5362,Jflo918,"2021-01-06 14:17:48","RT @tizzywoman: Meanwhile, in the land of #DeathSantis, it’s clear that money is all it takes. 

#DemCastFL 

https://t.co/9VLOyjDWGp",0,NULL,NULL
5363,patrick_sharkey,"2021-01-06 14:17:48","RT @EricKlinenberg: As of today, New York City has received 480,000 doses of the COVID-19 vaccine. 119,000 have been used. 361,000 are just…",0,NULL,NULL
5364,gavinUHDB,"2021-01-06 14:17:48","RT @JoinedUpCare: A fake NHS text is circulating, telling people they’re eligible for a COVID-19 vaccine. The text contains a link to a fak…",0,NULL,"Derby & Burton, England"
5365,JonEntine,"2021-01-06 14:17:49","Which provides longer-lasting immunity: Getting COVID or a vaccine? https://t.co/Z6Iy8UI3XQ",0,NULL,Cincinnati
5366,KennyMathieson,"2021-01-06 14:17:49","@mrjamesob Hi James.

I am deeply concerned about this.

They've managed to transform me from someone who was very… https://t.co/nabZMicBlP",0,NULL,"Edinburgh, Scotland"
5367,NancyBourne2,"2021-01-06 14:17:49","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
5368,Ryan_Murphy1,"2021-01-06 14:17:49","@FloatsMarley @BishopTomBishop @VDHgov It also does absolutely nothing to help, whereas the Vaccine is 95% effective
https://t.co/fhwLOZBTx3",0,NULL,"Arlington, VA"
5369,LarryPack,"2021-01-06 14:17:50","RT @CarespringCare: Please educate yourself on the COVID19 vaccine!  Protect yourself and our patients!  

COVID Vaccine Resources https://…",0,NULL,NULL
5370,KTLA,"2021-01-06 14:17:51","Dentists cleared to administer COVID-19 vaccine in California https://t.co/7an8vnSGXz",0,NULL,"Los Angeles, CA"
5371,trstuart,"2021-01-06 14:17:51","Misinformation 'superspreaders': Covid vaccine falsehoods still thriving on Facebook and Instagram https://t.co/tPYvHlBMUm #COVID19",0,NULL,Florida
5372,VCSTX,"2021-01-06 14:17:52","RT @VCSTX: The delays in #coronavirus #vaccine rollout are mostly linked w/ manufacturing bottlenecks &amp; countries being unprepared to roll…",0,NULL,"Bruselas, Bélgica"
5373,Will_smith420,"2021-01-06 14:17:52","UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! - Sign the Pe… https://t.co/6V65GhMG1B",0,NULL,NULL
5374,McsheenMartin,"2021-01-06 14:17:52","RT @doctor_oxford: GPs up and down the country are desperate to start vaccinating their patients - yet cannot, because *even while* @BorisJ…",0,NULL,"Leigh, England"
5375,dontbeinsane_,"2021-01-06 14:17:52","RT @latimes: The compressor on a freezer storing hundreds of doses of the Moderna COVID-19 vaccine had stopped working.

With the minutes t…",0,NULL,NOLA
5376,ItsGNU,"2021-01-06 14:17:52","RT @rexglacer: This took a COVID advisory board of 500 people and a $20,000 a month ex-General to devise this brilliant plan?",0,NULL,NULL
5377,fash360degree,"2021-01-06 14:17:53","RT @woye1: 82m Nigerians will be vaccinated with approved Covid -19 vaccines. 100,000 doses of Pfizer vaccine to be received soon. Then ano…",0,NULL,"Lagos, Nigeria"
5378,Carolyn83516214,"2021-01-06 14:17:53","RT @JackNationalist: Elderly man dies in Israel after receiving Pfizer COVID vaccine https://t.co/wMLRfCyOeB",0,NULL,NULL
5379,5455km629,"2021-01-06 14:17:53","RT @AnnaForFlorida: For the record: It is grossly inappropriate for any organization to offer COVID19 vaccine perks to their wealthy donors…",0,NULL,"America's wanker"
5380,ashik_cr13,"2021-01-06 14:17:53","RT @EU_Commission: The European Medicines Agency has given a positive evaluation of the Moderna vaccine.

The vaccine is both safe and effe…",0,NULL,"Dubai, United Arab Emirates"
5381,Data_Admin,"2021-01-06 14:17:54","RT @speakjava: Someone just pointed out the solution to our current predicament.

Train all the @amazon delivery drivers to administer the…",0,NULL,NULL
5382,lomanauthor,"2021-01-06 14:17:54","RT @tubeway: Rishi Sunak refuses to say if he will profit from Moderna Covid vaccine  - and ⁦⁦@nadhimzahawi⁩ sets up ‘Warren Medical@Ltd’ f…",0,NULL,"An idylic island called Canvey where the birds do sing and the fires do burn"
5383,pettet50,"2021-01-06 14:17:55","Moderna COVID-19 vaccine approved in Europe, Dutch play catch-up https://t.co/jCPbquJejI 

@Victoryabro @gpnp_nic… https://t.co/iGl39d6vGD",0,NULL,EU
5384,Pazkc1971,"2021-01-06 14:17:55","RT @Incwell: We need to get rid of filibusters—

We need term limits

COVID-19 relief &amp; vaccine rollout

Mandatory mask requirements 

Appo…",0,NULL,"Puerto Rico"
5385,Auth_Health_Det,"2021-01-06 14:17:56","CDC updates COVID-19 vaccine guidelines after healthcare workers have allergic reactions  https://t.co/2Fm9vZ91JV",0,NULL,"Detroit, MI"
5386,BethCioffoletti,"2021-01-06 14:17:57","@wdlindsy Let's put her in charge of Covid vaccine distribution!",0,NULL,"United States"
5387,GautamUdayabhan,"2021-01-06 14:17:57","RT @govindraj70: 3. One more vaccine death. 36 year old Doctor, who had received first dose of COVID vaccine just 8 days ago, was beaten to…",0,NULL,NULL
5388,CytoSax,"2021-01-06 14:17:58","RT @doctor_oxford: GPs up and down the country are desperate to start vaccinating their patients - yet cannot, because *even while* @BorisJ…",0,NULL,UK
5389,StatenIslandDA,"2021-01-06 14:17:58","If you are a health care or emergency medical professional, you are likely eligible to receive the #COVID vaccine.… https://t.co/YdTluYQb5e",0,NULL,"Staten Island, New York"
5390,Cassie638,"2021-01-06 14:17:59","RT @chooselove: Congratulations Bashar! Dr Bashar Al Hana has just been granted leave to remain in the UK, and is now hoping to help with t…",0,NULL,"Victoria, Australia"
5391,missesoxytocin,"2021-01-06 14:17:59","RT @kakape: And then there were two... Moderna now the second #covid19 vaccine ready to be rolled out in EU. https://t.co/p4dkN4kPTc",0,NULL,NULL
5392,Pippin_chinook,"2021-01-06 14:17:59","RT @terry_truchan: Just got off the phone with my mom.  She received her COVID vaccine today.  Thanks to the General Hospital staff, and @J…",0,NULL,"Lethbridge, Alberta"
5393,medlezy,"2021-01-06 14:18:00","RT @woye1: 82m Nigerians will be vaccinated with approved Covid -19 vaccines. 100,000 doses of Pfizer vaccine to be received soon. Then ano…",0,NULL,NULL
5394,bernerlap,"2021-01-06 14:18:02","RT @Del_ivered: Note to @NicolaSturgeon :

Oxford is closer to Gretna than Wick, surely you're proud of such a locally produced anti-Covid…",0,NULL,"up a hill"
5395,TallGayDani,"2021-01-06 14:18:02","If you've ever had a commercial cigarette, you don't get to scream about what the COVID vaccine contains. Period.",0,NULL,"probably upside down"
5396,zyiteblog,"2021-01-06 14:18:02","RT @ZyiteGadgets: WRAPUP 2-Moderna COVID-19 vaccine approved in Europe, Dutch play catch-up https://t.co/5Z3UFHzf5m https://t.co/Rrnbftpu6b",0,NULL,www.zyite.com
5397,MeloniFulvio,"2021-01-06 14:18:03","Remote working is here to stay, regardless of any Covid-19 vaccine, survey shows https://t.co/Bj8UnQSXKr",0,NULL,"Toronto, Ontario"
5398,midge0812,"2021-01-06 14:18:03","@SenatorDurbin @LaurenUnderwood 
We need increased COVID vaccine production. Governments should advance money to mf… https://t.co/yREceWwtcq",0,NULL,"Illinois, USA"
5399,Not_FS__,"2021-01-06 14:18:03","RT @ClientJournoExp: When Stephen Bush said Labour should do less policy announcements I initially disagreed

But now...",0,NULL,NULL
5400,Omri_Marian,"2021-01-06 14:18:03","Yes, it's been just a disaster in Israel.",0,NULL,"United States"
5401,ryeisenberg,"2021-01-06 14:18:03","RT @KTLA: Dentists cleared to administer COVID-19 vaccine in California https://t.co/7an8vnSGXz",0,NULL,"Boston, MA"
5402,MaryDenise22,"2021-01-06 14:18:04","Covid vaccine warning: Police issue urgent alert as Britons targeted by fake jabs https://t.co/UF3JbYUa9g",0,NULL,Warwickshire
5403,ResistRed,"2021-01-06 14:18:04","@GovRicketts shows he is one of the cruelest and inhuman people on the planet to publicly deny undocumented workers… https://t.co/OtPquYcUGU",0,NULL,OKC
5404,zyiteblog,"2021-01-06 14:18:04","RT @ZyiteGadgets: Moderna COVID-19 vaccine approved in Europe, Dutch play catch-up https://t.co/d3JeC2mucn https://t.co/5xHdVqzZNq",0,NULL,www.zyite.com
5405,sapphield,"2021-01-06 14:18:04","if im lucky ill get it in march/april",0,NULL,she/her\19\nd
5406,Eddie_K_1974,"2021-01-06 14:18:05","RT @ThatTimWalker: Johnson loathes Sturgeon as she’s learnt from the mistakes she’s made on #COVID19 and recognised from the outset it requ…",0,NULL,"South East, England"
5407,cedrekmd,"2021-01-06 14:18:04","DONE! 

Dose 2 of the @pfizer COVID vaccine.

I could have fatigue or body aches over the next 24-48 hours.  

But… https://t.co/AndkSFK9R2",0,NULL,"United States"
5408,Rebeccafawcet,"2021-01-06 14:18:05","I lost brain cells. Is she dumb ?",0,NULL,"Glasgow, Scotland"
5409,khansahar1,"2021-01-06 14:18:05","“Left behind”?! Come on now.",0,NULL,"Washington, DC"
5410,GautamUdayabhan,"2021-01-06 14:18:05","RT @govindraj70: 4. Modi's Vaccine consumes another life. A 46 year old lady from Aligarh, who received a shot of COVID vaccine 3 weeks ear…",0,NULL,NULL
5411,SolidarityRnwd,"2021-01-06 14:18:06","RT @ThatTimWalker: Johnson loathes Sturgeon as she’s learnt from the mistakes she’s made on #COVID19 and recognised from the outset it requ…",0,NULL,"Nottingham, England"
5412,harding_keith,"2021-01-06 14:18:06","RT @doctor_oxford: GPs up and down the country are desperate to start vaccinating their patients - yet cannot, because *even while* @BorisJ…",0,NULL,"United Kingdom"
5413,GoettschSusan,"2021-01-06 14:18:07","RT @ConnieSchultz: They never run out of ways to abuse the most vulnerable of our fellow humans. This is barbaric.",0,NULL,NULL
5414,Katluck125,"2021-01-06 14:18:07","COVID-19: 'That's Just Arrogance,' Says De Blasio Of Cuomo's Threat For Vaccine Rollout Fines | Tarrytown-SleepyHol… https://t.co/W0JLDkYjPv",0,NULL,"Manalapan, NJ"
5415,ggalggal6,"2021-01-06 14:18:07","RT @Summers33456923: #COVID19 #vaccine #coronavirus #skynews
So big drop in common cold cases compared to 5 year average. Are these being r…",0,NULL,NULL
5416,saleemibnjani,"2021-01-06 14:18:08","RT @SaketGokhale: Exclusive:

Mystery of Bharat Biotech's Phase 1&amp;2 Covid-19 vaccine trials:

Bharat Biotech registered its Phase 1&amp;2 trial…",0,NULL,"Bengaluru, India"
5417,Soriano310ms,"2021-01-06 14:18:09","RT @KTLA: Dentists cleared to administer COVID-19 vaccine in California https://t.co/7an8vnSGXz",0,NULL,"los angles"
5418,GautamUdayabhan,"2021-01-06 14:18:09","RT @govindraj70: ...who had recieved the first dose of COVID vaccine drowned in the Aluva river. His friends blamed the vaccine for his dea…",0,NULL,NULL
5419,WinCoB2,"2021-01-06 14:18:09","RT @DeItaone: Novavax Has Covid-19 Vaccine News Coming Out Soon. That Could Be Good for the Stock. -- https://t.co/YgjBN9MceZ
$NVAX",0,NULL,NULL
5420,DJSiri,"2021-01-06 14:18:10","Health Care Workers Refusing COVID-19 Vaccine; Hospitals Offering to Pay Staff to Take It https://t.co/IrwBtnfhMD",0,NULL,Cambridge
5421,NottmResistance,"2021-01-06 14:18:10","RT @ThatTimWalker: Johnson loathes Sturgeon as she’s learnt from the mistakes she’s made on #COVID19 and recognised from the outset it requ…",0,NULL,"Nottingham, England"
5422,jamesclossick,"2021-01-06 14:18:10",".@nadhimzahawi If you don’t test people coming in &amp; you don’t require isolation for 2 wks, you are welcoming the vi… https://t.co/HW8Kr1NzPz",0,NULL,"Hitchin, London & Manchester"
5423,politicalfiat,"2021-01-06 14:18:10","RT @ABC: CORONAVIRUS LATEST: https://t.co/ARoYr695Br

— U.S. sees record death total Tuesday.
— EU medical agency recommends emergency use…",0,NULL,NULL
5424,RobertaLavin,"2021-01-06 14:18:10","My second COVID vaccine gave me a sore arm and low-grade fever last night. I guess I was throwing off a lot of heat… https://t.co/yP2nUXnMn9",0,NULL,"Albuquerque, NM"
5425,Hey_KP1,"2021-01-06 14:18:11","RT @KTLA: Dentists cleared to administer COVID-19 vaccine in California https://t.co/7an8vnSGXz",0,NULL,"San Diego, CA"
5426,DexterBernard6,"2021-01-06 14:18:11","RT @roccogalatilaw: Doctors Around The World Issue Dire WARNING: DO NOT GET THE COVID VACCINE!

https://t.co/NH3wwCFfno",0,NULL,NULL
5427,NotWhatIBelieve,"2021-01-06 14:18:11","RT @doctor_oxford: GPs up and down the country are desperate to start vaccinating their patients - yet cannot, because *even while* @BorisJ…",0,NULL,"Wales, UK & NC, USA(family)"
5428,JPandTheBear,"2021-01-06 14:18:12","UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! - Sign the Pe… https://t.co/Yx179tIEhk",0,NULL,"Stocksbridge, England"
5429,lizzie_erftmier,"2021-01-06 14:18:12","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,"somewhere in the midwest"
5430,I_Am_Artanis,"2021-01-06 14:18:12","RT @TheAnfieldTalk: BREAKING: 

Liverpool FC have offered Anfield to be used a COVID-19 vaccination hub. [Sky] 

We would encourage anyone…",0,NULL,"Blantyre, Malawi"
5431,jsully0866,"2021-01-06 14:18:13","UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! https://t.co/YgsHdgIlDw via @UKChange",0,NULL,Liverpool
5432,FordPrefect747,"2021-01-06 14:18:13","What these whiners don't point out is that the CDC destroyed its reputation w/falsehoods early in the epidemic &amp; th… https://t.co/Edkcl06Hs5",0,NULL,"Southeastern U.S."
5433,Attobitten,"2021-01-06 14:18:14","I wish COVID vaccine turned you into an alligator. One step closer to kin.",0,NULL,Purgatory
5434,Natasha_B9,"2021-01-06 14:18:14","RT @DrHoenderkamp: I am astounded to read doctors who have had confirmed Covid thinking it doesn’t give them immunity. If getting the disea…",0,NULL,NULL
5435,SmokebloomX,"2021-01-06 14:18:14","Serum has contract for this one also",0,NULL,NULL
5436,Sane_Mehlo,"2021-01-06 14:18:15","RT @NeemaAkili: In the spirit of sharing natural healing knowledge for general immune boosting:

This is something that I’ve tried and test…",0,NULL,"Johannesburg, South Africa"
5437,Mintnews24,"2021-01-06 14:18:16","Over 1 million people in Russia vaccinated with Sputnik V Covid-19 vaccine – world news https://t.co/jOfd9O2Cro",0,NULL,"Hyderabad, India"
5438,BradleyKingLD,"2021-01-06 14:18:17","RT @SorayaMcDonald: FEDERAL THEATRE PROJECT
https://t.co/06MzyiLi0v https://t.co/fjbXeiYeMy",0,NULL,"New York, NY"
5439,Truth_Knox,"2021-01-06 14:18:17","So much to do,  but please prioritize organized &amp; streamlined vaccine distribution &amp; extended unemployment benefits… https://t.co/PuWW36AAHN",0,NULL,NULL
5440,Its_CCHogan,"2021-01-06 14:18:17","@BBCJonSopel @BorisJohnson @MattHancock It can take several weeks to build immunity after the 1st shot. So Brady's… https://t.co/lspKNTW2wM",0,NULL,Dirt
5441,RantingOnMute,"2021-01-06 14:18:17","@charlesadler One problem - no vaccines. https://t.co/zI81zqInyD",0,NULL,NULL
5442,kritzdragon,"2021-01-06 14:18:17","RT @roccogalatilaw: Doctors Around The World Issue Dire WARNING: DO NOT GET THE COVID VACCINE!

https://t.co/NH3wwCFfno",0,NULL,Longueuil
5443,mezgravis,"2021-01-06 14:18:19","RT @RANDEurope: "As long as COVID-19 is not under control everywhere, the cost of the global pandemic will continue to be as high as $1.2 t…",0,NULL,"São Paulo"
5444,fedvideogal,"2021-01-06 14:18:19","RT @ACLgov: COVID-19 Fraud Alert: There are no fees for getting the vaccine or registering to receive it. Beware of scammers who are are ch…",0,NULL,"Washington DC"
5445,herohatta,"2021-01-06 14:18:20","RT @ArmyChiefStaff: We can defeat this virus together. I got the #COVID-19 vaccination to ensure I do my part to #killthevirus. I encourage…",0,NULL,NULL
5446,Jennife90768997,"2021-01-06 14:18:21","UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! - Sign the Pe… https://t.co/YOC6PCwnh7",0,"United Kingdom",NULL
5447,mineshah,"2021-01-06 14:18:22","RT @BillGates: It’s great to see India’s leadership in scientific innovation and vaccine manufacturing capability as the world works to end…",0,NULL,Mumbai
5448,AshleyS83358601,"2021-01-06 14:18:22","RT @therecount: Gov. Ricketts (R-NE) says undocumented workers at meatpacking plants will not be eligible to receive the COVID vaccine.

Th…",0,NULL,"Pennsylvania, USA"
5449,JerryMyeni,"2021-01-06 14:18:22","RT @kenyapics: No masks, no social distancing, no sanitizer, no curfew, no lockdown, no COVID-19, no vaccine in Tanzania.

Wildebeest into…",0,NULL,"South Africa"
5450,k_j_chris,"2021-01-06 14:18:23","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,"Greenville, NC"
5451,trustmas19,"2021-01-06 14:18:23","RT @AJEnglish: Various COVID-19 vaccines manufactured in different parts of the world are now available.

For more on Global COVID vaccine…",0,NULL,"Bulawayo, Zimbabwe"
5452,Northerndrums,"2021-01-06 14:18:23","So are vaccine recipients filling out a medical history form and getting a skin PEG test prior to inoculation in th… https://t.co/eELxlb83b8",0,NULL,"Niagara, Ontario"
5453,socrates2sox,"2021-01-06 14:18:23","@DavidLammy Please make sure the vaccines are used as prescribed by the companies that made and tested them. Don’t… https://t.co/3k5EGbz6Gs",0,NULL,"United Kingdom"
5454,nadine_Glauser,"2021-01-06 14:18:24","RT @unikgirl11: Covid-19 Vaccine Side Effects World Map
https://t.co/3ScvfZSGvr",0,NULL,NULL
5455,temptingfate7,"2021-01-06 14:18:24","The U.S. Surgeon General Just Made a New COVID Vaccine Recommendation https://t.co/SHN6VM5Bxl #SmartNews",0,NULL,"I could be anywhere"
5456,_rcherrie,"2021-01-06 14:18:25","RT @jasebyjason: Keir Starmer has called for what???",0,NULL,"Oxford | London"
5457,Frankie16852218,"2021-01-06 14:18:25","RT @BusyDrT: What other COMPLETELY UNNECESSARY MEDICINE would be allowed to stay on the market for weeks with thousands of reports of serio…",0,NULL,NULL
5458,UpperBullen,"2021-01-06 14:18:25","RT @___JSx: Getting my COVID vaccine this morning. So important that as many people as possible get this so we can have some bit of normali…",0,NULL,NULL
5459,Kamalcmehta,"2021-01-06 14:18:25","@CNN India’s Bharat Biotech Covaxin which got the emergency use approval in India can stop the covid virus as well… https://t.co/IdvBepn2bq",0,NULL,"New Delhi, India"
5460,JHMmmm0,"2021-01-06 14:18:26","RT @MorganPaulett: Anti-vaxxers are absolute idiots and crackpots but this is incredibly regressive.

Keir Starmer appears to have an incre…",0,NULL,NULL
5461,JULIE_ACTON1,"2021-01-06 14:18:26","RT @antony_hig: For those who don’t follow me on Facebook, please see a Covid-19 update below. 

You can also see all relevant data by goin…",0,NULL,"North West, England"
5462,RandomWinks,"2021-01-06 14:18:26","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
5463,SparklyVegas,"2021-01-06 14:18:27","@andClayton @MindfullyMade1 @derekjames150 The full and accurate priority list from JVCI https://t.co/uroDmUBXoK",0,NULL,"North Pole, AK"
5464,sriya_guduru,"2021-01-06 14:18:28","RT @fakepelican: if you took swimming lessons at ymca don't worry about what's in the covid vaccine",0,NULL,"Montville, NJ"
5465,HRafhumcar,"2021-01-06 14:18:28","#Covid_19  #coronavirus #ReporteCOVID19
#COVID19 #COVID #Coronavirus  #covid19
#vaccination #VaccinesWork
Medical r… https://t.co/2qaByVTlv7",0,NULL,"Cartagena, Colombia-Ambler, PA"
5466,bandhransome,"2021-01-06 14:18:28","RT @RealDavidJensen: @IndependentSeve @NFPublication @Mainetain21 @clinicalmemes @GoodTexture @MaximeBernier @BillTufts @FriendsOScience @t…",0,NULL,"North Carolina, USA"
5467,GautamUdayabhan,"2021-01-06 14:18:30","RT @govindraj70: ...administered the fatal COVID vaccine launched by PM Modi. @RahulGandhi has issued a strongly worded condemnation, "This…",0,NULL,NULL
5468,frank3davies,"2021-01-06 14:18:30","RT @etxberria55: Virus evolution could undermine a COVID-19 vaccine – but this can be stopped https://t.co/T63NrnbiBe An important  and tho…",0,NULL,Scotland.
5469,sad_bean,"2021-01-06 14:18:30","RT @quintabrunson: malls are open.",0,NULL,NULL
5470,AliBee9,"2021-01-06 14:18:31","RT @binaryschooluk: @KennyFarq And how dare the UK .Gov not also use the word Oxford...

British Journalism - Best in the world!

https://t…",0,NULL,Scotland
5471,TruthSeekerTKS,"2021-01-06 14:18:32","RT @unikgirl11: Covid-19 Vaccine Side Effects World Map
https://t.co/3ScvfZSGvr",0,NULL,NULL
5472,manufacturing_2,"2021-01-06 14:18:32","WHO warns against UK strategy of delaying second Covid vaccine dose https://t.co/jzgDts6Ya9",0,NULL,"Birmingham, England"
5473,fuzweb,"2021-01-06 14:18:32","RT @MeloniFulvio: Remote working is here to stay, regardless of any Covid-19 vaccine, survey shows https://t.co/Bj8UnQSXKr",0,NULL,"Toronto "
