tweet_id,username,created_at,tweet,retweet_count,place,location
11284,KellyMFitz,"2021-01-06 14:55:48","RT @freepeoplenow: Heed the warning.",0,NULL,"Toronto, Ontario"
11285,ChuckWendig,"2021-01-06 14:55:48","RT @angie_rasmussen: We shouldn’t be talking about plunging ahead with new vaccine dosing schemes without data when we’ve already got sched…",0,NULL,"Bucks County, PA"
11286,PreventCOVID_19,"2021-01-06 14:55:48","Here are some new #coronavirus discoveries, from the South Africa strain to allergic reactions to the vaccine.… https://t.co/uHBw7rySjZ",0,NULL,NULL
11287,KimmieD081977,"2021-01-06 14:55:48","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
11288,Radio702,"2021-01-06 14:55:48","Aspen Pharmacare is getting ready to make Johnson &amp; Johnson Covid vaccine. We have on the line Stavros Nicolau, Asp… https://t.co/nKah2sNlsh",0,NULL,"Gauteng, South Africa"
11289,bobbiekingsbury,"2021-01-06 14:55:50","RT @AlertTampa: COVID-19 Vaccines are being administered today by @DOHHillsborough to residents age 65+.  

Continue to monitor the @Hillsb…",0,NULL,"Tampa FL"
11290,MiguelA53841116,"2021-01-06 14:55:51","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
11291,ringorxu,"2021-01-06 14:55:51","RT @KTVU: Medical experts concerned South African COVID-19 variant could compromise vaccine's efficacy https://t.co/DqkEOsmCII",0,NULL,NULL
11292,porknvnz,"2021-01-06 14:55:52","my tita in dubai flexing she got a covid vaccine and all i can say is sana fcking all",0,NULL,NULL
11293,DJT_46,"2021-01-06 14:55:52","RT @Kimmie_v78: If you have known someone who has died from Covid-19/Coronavirus how does it make you feel that since AUGUST there has been…",0,NULL,"USA "
11294,ElectMenno,"2021-01-06 14:55:52","RT @ITVNewsPolitics: 'Nobody wants to see this lockdown go any longer than is necessary'

Covid vaccine deployment minister @nadhimzahawi s…",0,NULL,"HOLLAND, EU"
11295,yzilber,"2021-01-06 14:55:52","RT @Birdyword: 55% of Israelis over 60 years old have already had their first Covid-19 vaccine dose. https://t.co/3JzGDCRJki",0,NULL,NULL
11296,msLAreid,"2021-01-06 14:55:52","RT @AlertTampa: COVID-19 Vaccines are being administered today by @DOHHillsborough to residents age 65+.  

Continue to monitor the @Hillsb…",0,NULL,"Underneath the cherry leaves"
11297,navinbhard,"2021-01-06 14:55:53","@ShashiTharoor @BBCWorld @narendramodi ..in case things get out of hand with the new Covid strain we have a plan B… https://t.co/OhdCseI5mR",0,NULL,NULL
11298,gfKweOnDaRez,"2021-01-06 14:55:53","RT @Terrilltf: .@jkenney is AWOL once again in the middle of a pandemic during vaccine rollout with only 27% support. The people need leade…",0,NULL,NULL
11299,davideaton51,"2021-01-06 14:55:53","RT @BillEtheridgeuk: I can’t believe that prosecuting people for holding a point of view is actually being discussed in the UK https://t.co…",0,NULL,Lowton
11300,DonMurray125,"2021-01-06 14:55:53","RT @doctor_oxford: GPs up and down the country are desperate to start vaccinating their patients - yet cannot, because *even while* @BorisJ…",0,NULL,"South West, England"
11301,dblohm7,"2021-01-06 14:55:54","RT @picardonhealth: Misinformation 'superspreaders': #Covid19 vaccine falsehoods still thriving on social media. Researchers say anti-vaxxe…",0,NULL,"Calgary, Alberta"
11302,Francis_Lam,"2021-01-06 14:55:54","NYC vaccinate yourself!!",0,NULL,"New York City"
11303,LickNowry,"2021-01-06 14:55:54","RT @cartilagefree: After offering its stadium for neonatal care and COVID-19 testing in the spring, Spurs are again volunteering its home a…",0,NULL,"Lancaster, Pa"
11304,rliumd,"2021-01-06 14:55:55","RT @MargotSavoy: #NewProfilePic #ThisIsOurShot #FauciOuchie #FamDocs4Vax #WhyWeVax #ThanksScience 

Looking for more information about #COV…",0,NULL,"Portland, OR"
11305,BoBrewington,"2021-01-06 14:55:55","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
11306,tmj_vap_health,"2021-01-06 14:55:55","Want to land a job like "Pharmacist - COVID 19 Vaccine Support" at CVS Health? Applicant tracking systems look for… https://t.co/Pg4sNOpBKn",0,"United States","Newport News, VA"
11307,Khadija72549558,"2021-01-06 14:55:55","RT @PressTV: World Bank warns global recovery could erode if virus worsens 

https://t.co/knpJW7ievP",0,NULL,lagos
11308,lissasno1fan,"2021-01-06 14:55:55","Technically, Illegals are not allowed in this country.  @cspanwj",0,NULL,"United States"
11309,CNWNetwork,"2021-01-06 14:55:55","Broward County Public Schools (BCPS) Superintendent Robert Runcie says he is pushing for county educators to receiv… https://t.co/4wCwoRdtWS",0,NULL,"Fort Lauderdale, FL"
11310,PatentMasks,"2021-01-06 14:55:56","RT @pasdailyupdate: WHO Team Denied Entry into China to Investigate COVID Origins.

https://t.co/dUqtY9Au9X

#COVID19 #covidupdate #ChinaVi…",0,NULL,"London, United Kingdom"
11311,Danielle14444,"2021-01-06 14:55:56","Australian PM Scott Morrison suggests UK ‘cutting corners’ with Covid vaccine https://t.co/ruHXHy6JoU via @Yahoo",0,NULL,NULL
11312,KeyzersozeBlue,"2021-01-06 14:55:56","Hopefully we'll have enough vaccine for that soon:-)",0,NULL,"Houston, TX"
11313,charleyranger,"2021-01-06 14:55:58","RT @Cleavon_MD: Some doctors, nurses and respiratory therapists traveling to hot zones to treat COVID patients are NOT BEING VACCINATED by…",0,NULL,NULL
11314,CalvertRender,"2021-01-06 14:55:58","RT @Iromg: Making the news again @talkRADIO - let the haters hate. We are moving the dial. Telling the truth, the whole truth and nothing b…",0,NULL,NULL
11315,KRamsey23535001,"2021-01-06 14:55:59","RT @Cleavon_MD: Some doctors, nurses and respiratory therapists traveling to hot zones to treat COVID patients are NOT BEING VACCINATED by…",0,NULL,"Missouri, USA"
11316,PhloatinDave,"2021-01-06 14:55:59","RT @WisconsinStrong: This from the guy who had a 4-year backlog of rape test kits and refused to update the decades-old software/hardware t…",0,NULL,"United States"
11317,ShaynaStaggs,"2021-01-06 14:55:59","RT @EpochTimes: “Illegal immigrants are not permitted to work in those facilities, so I don’t think that will be a problem.”

#Nebraska's @…",0,NULL,NULL
11318,danielhayward,"2021-01-06 14:55:59","Oh, yes. I got an Instagram account so we could see family members' photos and videos, and post our own. Now we get… https://t.co/qbyuswJfig",0,NULL,"Ingleside ON Canada "
11319,itsapugslife20,"2021-01-06 14:55:59","RT @RealCandaceO: Boston doctor has anaphylactic reaction to the new Moderna vaccine. 
His tongue became numb, his blood pressure plummeted…",0,NULL,"Ohio, USA"
11320,miquelnotari,"2021-01-06 14:55:59","RT @EU_Commission: The European Medicines Agency has given a positive evaluation of the Moderna vaccine.

The vaccine is both safe and effe…",0,NULL,"València Reservation Vila-real"
11321,VAResearch,"2021-01-06 14:55:59","RT @SecWilkie: .@DeptVetAffairs administered initial COVID-19 vaccine doses to more than 14,000 Veterans at high risk of getting COVID-19 i…",0,NULL,NULL
11322,TheFabledAesop,"2021-01-06 14:56:00","RT @DoctorMayJay: @SirPeterHendy This is not true

Please don’t add to the stress for vulnerable patients 

Patients: please just come alon…",0,NULL,"Ancient Greece... possibly,"
11323,Mo0gster,"2021-01-06 14:56:01","@tazalot1981 @KevKevstewart @what_tee_fan @EssexPR Jen, we all know you wrt covid vaccine, you've shown the world b… https://t.co/Qb9QnGcEhy",0,NULL,NULL
11324,vivalajayxoxo,"2021-01-06 14:56:01","RT @xLaurenLacey: Can get unemployment payments, jobs forcing to fire you if you don’t take the vaccine, forcing children back to school, c…",0,NULL,"Brooklyn "
11325,serum2all,"2021-01-06 14:56:02","Nebraska Gov. Says Illegal Immigrants at Meatpacking Plants Won’t Be Getting COVID-19 Vaccine https://t.co/0MSIMr85rY",0,NULL,Texas
11326,craigthomas1,"2021-01-06 14:56:02","@berniespofforth Restrictions shouldn’t be lifted because:
a) 'long Covid’ has serious long-term effects on many in… https://t.co/m0RzBxxjLC",0,NULL,"Tooting, London"
11327,TMcMahon23,"2021-01-06 14:56:02","COVID Live Updates: US experiences deadliest day since start of pandemic - ABC7 New York https://t.co/bTg36hdaoa",0,NULL,NULL
11328,Harvardprocess,"2021-01-06 14:56:03","RT @HighWireTalk: “Over 1,000 people injected with a new COVID-19 vaccine have experienced an adverse event, with hundreds being taken to e…",0,NULL,"Middleburg, VA"
11329,theedgemalaysia,"2021-01-06 14:56:03","Yong Tai inks deal with Tiong Nam for Covid-19 vaccine distribution - https://t.co/UUengEvTdK https://t.co/TV8EBrXCRO",0,NULL,"South East Asia"
11330,mikerowan007,"2021-01-06 14:56:03","@saintlymark @AllanSansome @afneil I guess Bidens in tray is Covid, Covid, Covid, Vaccine rollout and domestic econ… https://t.co/1qxnIsIKxY",0,NULL,"Weston-super-Mare, England"
11331,MyracheleThomas,"2021-01-06 14:56:04","RT @EpochTimes: “Illegal immigrants are not permitted to work in those facilities, so I don’t think that will be a problem.”

#Nebraska's @…",0,NULL,"Los Angeles, CA"
11332,MAmdorsky,"2021-01-06 14:56:04","Vaccine production is too slow. Governments should switch to a “Covid war economy” and order mass production. Compe… https://t.co/g39OJrxV06",0,NULL,Frankfurt-am-Main
11333,Josh_EBr,"2021-01-06 14:56:04","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
11334,NBotski,"2021-01-06 14:56:05","RT @dwilliam9940: Investigation launched as 2 people die in Norway nursing home days after receiving Pfizer’s Covid-19 vaccine — RT World N…",0,NULL,"The Village."
11335,boldghosts,"2021-01-06 14:56:05","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
11336,BridgetCairns,"2021-01-06 14:56:06","RT @jvplive: "In Israel, the neglect isn’t benign at all; it is enmeshed in the fabric of society and has deadly consequences.This situatio…",0,NULL,NULL
11337,dszeligowski,"2021-01-06 14:56:06","EU Member States which asked the Commission to help the Eastern Partnership countries get COVID-19 vaccine (HT… https://t.co/aljujc5qA7",0,NULL,NULL
11338,_rsmdk,"2021-01-06 14:56:06","RT @jasebyjason: Keir Starmer has called for what???",0,NULL,London
11339,scsdjjaa,"2021-01-06 14:56:07","RT @angie_rasmussen: We shouldn’t be talking about plunging ahead with new vaccine dosing schemes without data when we’ve already got sched…",0,NULL,"Pennsylvania, USA"
11340,the_liz,"2021-01-06 14:56:08","RT @brycecovert: Contract healthcare workers—like many who work in nursing homes—are being left out of vaccine distribution https://t.co/rx…",0,NULL,"❤️is in Or./Wa. Now Tennessee."
11341,StanWaring,"2021-01-06 14:56:09","Nurses raise alarm over COVID-19 vaccine access, distribution issues across B.C. /via @globeandmail https://t.co/3z3x1gLPGV",0,NULL,"Ontario, Canada"
11342,jtf18james,"2021-01-06 14:56:09","RT @tomselliott: @karol @NYGovCuomo @Twitter BTW, the tweet below is what I was RTing. Whatever you do, don’t let Twitter know you think Go…",0,NULL,"Charlotte, NC"
11343,NicolVnc,"2021-01-06 14:56:09","This is VIOLENCE!",0,NULL,"Kentucky, USA"
11344,LucyTxMAGA,"2021-01-06 14:56:09","RT @EpochTimes: “Illegal immigrants are not permitted to work in those facilities, so I don’t think that will be a problem.”

#Nebraska's @…",0,NULL,USA
11345,DrBarbaraTaylor,"2021-01-06 14:56:09","RT @k_stephensonMD: Thanks @SamManningNews @WFTV for discussing with me #COVID19 #vaccine 1 vs. 2 dosing strategy. Here's my take-home: “We…",0,NULL,NULL
11346,budhwar_paras,"2021-01-06 14:56:09","RT @KaveetaJaain: Covaxin is basically a Vaccine to boost one man's Ego!

Read the thread to find out how the health and welfare of Indians…",0,NULL,"रोहतक,हरियाणा"
11347,____debbie,"2021-01-06 14:56:09","RT @2eaterist: google search : diy antibodies covid vaccine",0,NULL,NULL
11348,laurynkylee_,"2021-01-06 14:56:10","RT @quintabrunson: malls are open.",0,NULL,texas
11349,DrJaredWesley,"2021-01-06 14:56:10","South of the border, conservative governors are refusing to vaccinate migrant workers. Here in Canada, one conserva… https://t.co/9P9HioLBfa",0,NULL,Edmonton
11350,PotatoPugo,"2021-01-06 14:56:11","RT @porknvnz: my tita in dubai flexing she got a covid vaccine and all i can say is sana fcking all",0,NULL,NULL
11351,Hans12967063,"2021-01-06 14:56:11","The West (USA) needs an enemy Russia is their enemy No matter what Putin or any other other person will do They wil… https://t.co/c5jMdSbyGw",0,NULL,NULL
11352,rapplerdotcom,"2021-01-06 14:56:12","Galvez: 148 million COVID-19 vaccine doses for PH | Evening wRap https://t.co/xR1A1Jsgqv",0,NULL,Philippines
11353,insuminme,"2021-01-06 14:56:12","RT @Cleavon_MD: Some doctors, nurses and respiratory therapists traveling to hot zones to treat COVID patients are NOT BEING VACCINATED by…",0,NULL,"Piscataway Land, Maryland"
11354,BigCountryDV,"2021-01-06 14:56:12","RT @jimwarren416: Ok my 74 year old mom has been in solitary confinement since March but has no vaccine.  This is insane. 

Federal inmates…",0,NULL,NULL
11355,walayayo,"2021-01-06 14:56:12","RT @ifyouseekkae: What are they distracting us from:

1) vaccine smuggling
2) POGO workers getting vaccine ahead of our healthcare workers…",0,NULL,NULL
11356,hamara_point,"2021-01-06 14:56:13","WHO asks patients to take two doses of Pfizer COVID-19 vaccine in 21-28 days https://t.co/srJqhIH1Vx",0,NULL,"پنجاب, پاکستان"
11357,dbw8,"2021-01-06 14:56:13","RT @JordanSchachtel: The task force resulted in the destruction of the Trump presidency. Lots of blame to go around, but the fact that peop…",0,NULL,"a gulag"
11358,annamalai_bgm,"2021-01-06 14:56:13","Mr.@SalmanNizami_ , please read through this entire thread. Thanks",0,NULL,NULL
11359,itslemonmusk,"2021-01-06 14:56:13","RT @mayfer: super interesting how the covid spike protein code was modified to make it work.

1. synthetic nucleotide Ψ to replace U to hid…",0,NULL,NULL
11360,VHWDA,"2021-01-06 14:56:13","Facts &amp; Faith Fridays: A Virtual Discussion on the COVID-19 Vaccine featuring Anthony Fauci, M.D. 

Date:  Friday,… https://t.co/1YxJNcGucj",0,NULL,"Henrico, Virginia"
11361,jones_esposito,"2021-01-06 14:56:14","RT @jcho710: "27-Year-Old Canadian Healthcare Worker Faints and Suffers Multiple Seizures After Pfizer Experimental COVID Vaccine." Amazing…",0,NULL,"Western AZ"
11362,joooos1,"2021-01-06 14:56:14","RT @TheBMA: Confirmed by vaccines minister @NadhimZahawi that GPs can use discretion in honouring appointments to administer the second #CO…",0,NULL,"England, UK"
11363,ditch_crawler,"2021-01-06 14:56:14","RT @Christi45657364: Doctors Around The World Issue Dire WARNING:DO NOT GET THE COVID VACCINE https://t.co/7HdXe6lo8u via @BitChute",0,NULL,NULL
11364,condormorris,"2021-01-06 14:56:14","RT @kristenhare: Here's a thing @DavidsonHiers told me about the work she's doing now to help Florida seniors navigate vaccine sign up: She…",0,NULL,"Cleveland, OH"
11365,CuriousMaverick,"2021-01-06 14:56:15","RT @drmistercody: The virus famously asks for proof of citizenship before spreading to/from people.",0,NULL,U.S.A.
11366,pylons15,"2021-01-06 14:56:15","RT @MarkGerretsen: Here’s a thought: how about we let *health professionals* decide who gets a vaccine and when. You know...instead of tryi…",0,NULL,Winnipeg
11367,ucd_global,"2021-01-06 14:56:16","UCD's Professor Paddy Mallon is Professor of Microbial Diseases at @UCDMedicine &amp; Consultant in Infectious Dieaseas… https://t.co/xLYhCy5wRt",0,NULL,"Belfield, Dublin 4, Ireland"
11368,ForensicMHSA,"2021-01-06 14:56:16","RT @VCUnews: Join @VCUHealth on Friday for a virtual discussion on the COVID-19 vaccine with Dr. Anthony Fauci, director of the National In…",0,NULL,"United States"
11369,rlpn_,"2021-01-06 14:56:17","Going ✈️ covid vaccine https://t.co/waRiKwg9ne",0,NULL,"Atlantic City"
11370,adolforamonabad,"2021-01-06 14:56:17","RT @IratxeGarper: #EMA’s assessment of the Moderna vaccine is great news: It’s easy to store and distribution will be faster. 
The #EU move…",0,NULL,zaragoza
11371,AnnaBellard6,"2021-01-06 14:56:18","RT @bungdan: Yes, Nebraska: You shall not vaccinate the people who pick your corn, mop the floors in your hospitals, process your meat, loo…",0,NULL,NULL
11372,LizButterfield1,"2021-01-06 14:56:20","RT @rpharms: We've been showcasing pharmacy's role in delivering vaccination programmes throughout COVID-19. Take a look back at this artic…",0,NULL,NULL
11373,Bitch2U2,"2021-01-06 14:56:20","RT @EpochTimes: “Illegal immigrants are not permitted to work in those facilities, so I don’t think that will be a problem.”

#Nebraska's @…",0,NULL,"NJ girl in a TN world"
11374,LikeAGFive_,"2021-01-06 14:56:20","RT @Birdyword: 55% of Israelis over 60 years old have already had their first Covid-19 vaccine dose. https://t.co/3JzGDCRJki",0,NULL,NULL
11375,poojaliverpool,"2021-01-06 14:56:20","RT @hayley_gorton: I might be naïve, but I just don't understand why community pharmacy is not being recognised as the perfect place to sup…",0,NULL,"England, United Kingdom"
11376,TVTHEditor,"2021-01-06 14:56:20","RT @Cleavon_MD: Some doctors, nurses and respiratory therapists traveling to hot zones to treat COVID patients are NOT BEING VACCINATED by…",0,NULL,"Los Angeles, CA"
11377,ConnexionFrance,"2021-01-06 14:56:20","The European Medicines Agency has approved the US-developed Moderna #CovidVaccine for use in the EU 
https://t.co/hMXoKpfA7D",0,NULL,France
11378,VGomesa,"2021-01-06 14:56:22","RT @EpochTimes: “Illegal immigrants are not permitted to work in those facilities, so I don’t think that will be a problem.”

#Nebraska's @…",0,NULL,NULL
11379,ProgressivePol5,"2021-01-06 14:56:23","#PMQs today #Starmer questioning #Boris, mainly over #coronavirus, saying the government are too slow to act, with… https://t.co/U3oaN4mCeY",0,NULL,"United Kingdom"
11380,V_Wilson_mn,"2021-01-06 14:56:23","RT @mnhealth: When can you get a COVID-19 vaccine?

The COVID-19 vaccine will be distributed in phases. All Minnesotans will have access to…",0,NULL,"Plymouth, MN"
11381,WTHDIDT,"2021-01-06 14:56:23","RT @FrankConniff: Exposing others to a virus is the only way this comedian can kill.",0,NULL,NULL
11382,Pradeep37254743,"2021-01-06 14:56:23","RT @pbhushan1: Within 24 hours, an expert committee of the national drug regulator changed its decision on whether Bharat Biotech’s Covid-1…",0,NULL,NULL
11383,thecarie,"2021-01-06 14:56:23","RT @syd_ls: Hey Okies planning to get the vaccine, fill this out!!! Autumn and I are Phase 2 and we had no idea until we completed the ques…",0,NULL,"SW Oklahoma (& sometimes AZ)"
11384,SimonPlosker,"2021-01-06 14:56:23","The Palestinians are looking to procure their own vaccines through the @WHO-led Covax scheme yet the head of the WH… https://t.co/hcDIPu3UaW",0,NULL,Israel
11385,iSrikandi,"2021-01-06 14:56:24","RT @PhilippineStar: The Philippines will be issuing an emergency use authorization for the COVID-19 vaccine of United States drugmaker Pfiz…",0,NULL,NULL
11386,JamieABC15,"2021-01-06 14:56:24","In order to give people the COVID-19 vaccine, there has to be enough staff to administer it. A group of volunteers… https://t.co/MhgoQ1sZg8",0,NULL,"Phoenix, AZ"
11387,DBroadbent2,"2021-01-06 14:56:26","UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! - Sign the Pe… https://t.co/9tIF2z1tnc",0,NULL,"Sunny Cheshire"
11388,LaylaCooke19,"2021-01-06 14:56:26","RT @StaffsPolice: #SCAM: Please watch out for a text message which says you are eligible to apply for a #Covid vaccine. The link takes you…",0,NULL,"Wales, United Kingdom"
11389,cinco3351,"2021-01-06 14:56:26","RT @BetteMidler: The guy who destroyed 500 doses of COVID vaccine is a conspiracy nut who believes the vaccine will change people's DNA. Th…",0,NULL,NULL
11390,englishangelmcf,"2021-01-06 14:56:26","RT @UKChange: Over 100,00 people have now signed Debbie's petition against plans to delay the second vaccine shot. You can add your name he…",0,NULL,NULL
11391,Brian24845953,"2021-01-06 14:56:27","RT @KateRobbins: Why are teachers not on a priority list for the covid vaccine? #vaccinateTeachers",0,NULL,NULL
11392,ASecondChance,"2021-01-06 14:56:28","RT @AnnaForFlorida: For the record: It is grossly inappropriate for any organization to offer COVID19 vaccine perks to their wealthy donors…",0,NULL,"Sunnyside, FL"
11393,B52Malmet,"2021-01-06 14:56:28","RT @Cleavon_MD: Some doctors, nurses and respiratory therapists traveling to hot zones to treat COVID patients are NOT BEING VACCINATED by…",0,NULL,"New York, NY"
11394,jheMaaazing,"2021-01-06 14:56:28","RT @rapplerdotcom: Presidential Spokesman Harry Roque spends a good portion of the press conference on Monday, January 4, dodging questions…",0,NULL,"Mandaluyong City, National Capital Region"
11395,Kelvin_Edwards,"2021-01-06 14:56:29","RT @TegidRoberts: Covid: Swansea Uni develops 'world's first' vaccine smart patch https://t.co/weFLydxTwC",0,NULL,"Porth Talbot"
11396,Dodie609,"2021-01-06 14:56:29","RT @Cleavon_MD: Some doctors, nurses and respiratory therapists traveling to hot zones to treat COVID patients are NOT BEING VACCINATED by…",0,NULL,NULL
11397,Sayyestolifeno1,"2021-01-06 14:56:29","RT @hashtagobey: @jvarleyqatar @InstituteGC @GMB No. It’s certainly not rocket science. They’re selling a new, experimental treatment with…",0,NULL,NULL
11398,Nj99625368,"2021-01-06 14:56:29","RT @TheNationNews: U.S. Congressman contracts COVID-19 after receiving Pfizer vaccine 
https://t.co/V0M3Fog12Q",0,NULL,Planet
11399,rajuphilip,"2021-01-06 14:56:31","RT @SaketGokhale: Exclusive:

Mystery of Bharat Biotech's Phase 1&amp;2 Covid-19 vaccine trials:

Bharat Biotech registered its Phase 1&amp;2 trial…",0,NULL,"pune - india"
11400,ssodaholic,"2021-01-06 14:56:31","RT @ifyouseekkae: What are they distracting us from:

1) vaccine smuggling
2) POGO workers getting vaccine ahead of our healthcare workers…",0,NULL,"art: @sodaholicart"
11401,Crystalreily2,"2021-01-06 14:56:31","@nypost There is covid but the survival rate is better than the vaccine.",0,NULL,"Mesa, AZ "
11402,Bunny_B_MCR,"2021-01-06 14:56:31","RT @GMPstretford: ⚠️ Please watch out for a text message which says you are eligible to apply for a #Covid vaccine
The link takes you to a…",0,NULL,"Manchester, UK"
11403,mjpncoa,"2021-01-06 14:56:31","RT @ACLgov: COVID-19 Fraud Alert: There are no fees for getting the vaccine or registering to receive it. Beware of scammers who are are ch…",0,NULL,"Washington, DC"
11404,mmekonen1,"2021-01-06 14:56:32","Many money managers are focusing on emerging markets, which they expect to outperform as the global economy acceler… https://t.co/xh9XHcNUbG",0,NULL,NULL
11405,AndreaSkyAviles,"2021-01-06 14:56:33","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
11406,LuluEngl,"2021-01-06 14:56:33","RT @nhannahjones: If only the virus spread via citizenship status. I keep saying, racism might harm people of color the most, but every Ame…",0,NULL,"United States"
11407,shel_arthur,"2021-01-06 14:56:34","RT @VCUnews: Join @VCUHealth on Friday for a virtual discussion on the COVID-19 vaccine with Dr. Anthony Fauci, director of the National In…",0,NULL,"Virginia, USA"
11408,ShaveTheKids,"2021-01-06 14:56:34","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,"Massachusetts, USA"
11409,Stephan78645894,"2021-01-06 14:56:35","RT @serum2all: Nebraska Gov. Says Illegal Immigrants at Meatpacking Plants Won’t Be Getting COVID-19 Vaccine https://t.co/0MSIMr85rY",0,NULL,NULL
11410,proudbluemom,"2021-01-06 14:56:35","RT @Cleavon_MD: Some doctors, nurses and respiratory therapists traveling to hot zones to treat COVID patients are NOT BEING VACCINATED by…",0,NULL,"Texas, USA"
11411,Trisha_is_Back,"2021-01-06 14:56:35","RT @BevanShields: Update: PM's office now concedes he got it wrong on 3AW: "The Prime Minister welcomes the updated information," a spokesp…",0,NULL,Brisbane
11412,JodiTegeler,"2021-01-06 14:56:35","RT @BusyDrT: Pfizer Jab is a contraceptive vaccine  - The original post on Health and Money News was scrubbed from the Internet even though…",0,NULL,NULL
11413,MilkyCrazeYo,"2021-01-06 14:56:36","RT @dailyguardianph: Iloilo City is eyeing a deal with London-based Oxford-AstraZeneca for its COVID-19 vaccine as the city government aims…",0,NULL,"Basta Ilongga Gwapa"
11414,Bertfar,"2021-01-06 14:56:36","@OwenCallan @brianmlucey @morningireland I also think it is perfectly reasonable &amp; wise position to take to assume… https://t.co/0AQrhgRgPh",0,NULL,Ireland
11415,phyl_jones,"2021-01-06 14:56:36","RT @Trump_ton: This pair would put their arms up and claim they'd won the marathon at the starting line, then deny they ever said they were…",0,NULL,NULL
11416,Goldtrader67,"2021-01-06 14:56:36","RT @gary_weiss: A cancer patient I know on chemo---a retired Times reporter, ironically---is denied a #COVID shot. Meanwhile healthy people…",0,NULL,IL
11417,rogers_bean,"2021-01-06 14:56:36","RT @Cleavon_MD: Some doctors, nurses and respiratory therapists traveling to hot zones to treat COVID patients are NOT BEING VACCINATED by…",0,NULL,NULL
11418,USRealityCheck,"2021-01-06 14:56:37",": Moderna COVID-19 vaccine secures go-ahead from EU medical regulator: The COVID-19 vaccine developed by Moderna ha… https://t.co/BxmEqBP2cs",0,NULL,USA
11419,n8wWgymU80u8dWU,"2021-01-06 14:56:37","EU drug regulator recommends authorization of Moderna Covid-19 vaccine  https://t.co/r2Fe7JHQ5U",0,NULL,NULL
11420,Nancy06180389,"2021-01-06 14:56:37","RT @pesterplarson3: Thank you Judd Legum....thrilled to RT!",0,NULL,NJ
11421,Faithforever113,"2021-01-06 14:56:37","RT @JasonHem1: It All started with this individual I will not call him a Man..Bill  +   Lab  = (Covid 19)",0,NULL,NULL
11422,mrajcustard,"2021-01-06 14:56:38","DC Folk. Wanna know which phase you're in for covid vaccine? 

Peep:

https://t.co/sPBVLrHtep",0,NULL,"Washington DC"
11423,emqule,"2021-01-06 14:56:39","RT @DrHoenderkamp: I am astounded to read doctors who have had confirmed Covid thinking it doesn’t give them immunity. If getting the disea…",0,NULL,NULL
11424,ChristalynRho,"2021-01-06 14:56:39","COVID vaccination this morning and I am not Legend yet LOL No 'extra' anything. No fever or reaction of any kind. J… https://t.co/kx4HfDyD3V",0,NULL,"Boston, MA"
11425,1023_andrew,"2021-01-06 14:56:40","RT @rapplerdotcom: Galvez: 148 million COVID-19 vaccine doses for PH | Evening wRap https://t.co/xR1A1Jsgqv",0,NULL,"Antipolo City, Calabarzon"
11426,mode23,"2021-01-06 14:56:40","RT @CamGuthrie: Here we go #Guelph.... https://t.co/yXPjerBZF4",0,NULL,"Guelph, Upper Canada, The Milky Way"
11427,patmccombe,"2021-01-06 14:56:40","RT @Blurg5: While #Alohagate was happening, amazing doctors like @Dr_Raffi were looking into the failure of the vaccine rollout in Alberta.…",0,NULL,"Fort McMurray"
11428,Toobigtomail,"2021-01-06 14:56:40","@GovRicketts Truly this is beyond stupid. Do you think the virus cares about immigration status? Cutting off your n… https://t.co/39AZ0OoGMp",0,NULL,NULL
11429,BillBri60149564,"2021-01-06 14:56:40","RT @KailashChandOBE: Minister confirms GPs have discretion to honour second-dose Covid vaccine appointments https://t.co/400uEBfTF1  &lt;Good…",0,NULL,NULL
11430,BeReadyCalhoun,"2021-01-06 14:56:40","*COVID-19 Vaccination Site Update* Please see link for information regarding today's allotment of vaccine from RMC. https://t.co/oxMI0x2WPX",0,NULL,"Jacksonville, AL"
11431,glennmartin56,"2021-01-06 14:56:41","RT @UKChange: Over 100,00 people have now signed Debbie's petition against plans to delay the second vaccine shot. You can add your name he…",0,NULL,"West Midlands, England"
11432,DrEPetherick,"2021-01-06 14:56:42","RT @david_colquhoun: This was my first reaction too.
https://t.co/SthrQhHmBc
We are in danger of missing a good opportunity to test 3 weeks…",0,NULL,NULL
11433,singlemltscotch,"2021-01-06 14:56:43","RT @tomselliott: @karol @NYGovCuomo @Twitter BTW, the tweet below is what I was RTing. Whatever you do, don’t let Twitter know you think Go…",0,NULL,NULL
